upper	lower	rain	month	yr
16.2	3.5	1.2	9	1994
17.4	13	3.1	9	1994
17.5	9.3	0.1	9	1994
19	10	4.9	9	1994
17.8	9.8	38.8	9	1994
14.5	8.8	14.4	9	1994
13.8	5	0	9	1994
13.5	7.5	0	9	1994
14.3	8.3	8.8	9	1994
13.3	11	7.5	9	1994
15.3	7.8	0.2	9	1994
19.3	11.8	0.1	9	1994
19.3	10.5	0	9	1994
18.3	13.2	0.5	9	1994
17.9	13.2	0	9	1994
17.5	14.3	0.1	9	1994
17.3	9.3	0	9	1994
18.5	8.8	0	9	1994
17.3	8.5	0	9	1994
14.8	11.8	0	9	1994
14.3	10.5	0	10	1994
15.5	8.8	0.1	10	1994
15.5	9	3.7	10	1994
12.8	-0.5	0.8	10	1994
10.5	0.5	0	10	1994
14	0.8	0	10	1994
15.3	1.5	0	10	1994
16.8	2.8	0	10	1994
16.5	2.8	0	10	1994
17.3	0.3	0	10	1994
19	6	0	10	1994
17.3	5.5	0	10	1994
17.8	7.5	0	10	1994
17.5	7.8	0	10	1994
17.5	5.5	0	10	1994
17.5	8.3	0.2	10	1994
13.3	6	0	10	1994
11.5	0.5	0	10	1994
13.4	5	0	10	1994
14.5	10	0.9	10	1994
14	10	3.7	10	1994
15.9	11	6.4	10	1994
17	9	10.8	10	1994
14	7	0	10	1994
14	8.5	8.2	10	1994
12.5	6.5	0.2	10	1994
12.8	4.8	0.1	10	1994
12	4.8	0	10	1994
12	4.5	6.8	10	1994
13.5	10.8	6.6	10	1994
15.8	12	25	10	1994
13.5	7	11.2	11	1994
12.5	0.5	0	11	1994
14	5.8	0.4	11	1994
17.5	11.5	2.9	11	1994
15	10.3	25.5	11	1994
11.3	8	3.5	11	1994
14.3	5.5	0	11	1994
13.8	6	0	11	1994
14.5	10.5	1.5	11	1994
12.5	7.5	5.2	11	1994
10.8	9.3	0	11	1994
12.5	9.5	3.7	11	1994
13	7.5	1.1	11	1994
15.3	10.8	0.8	11	1994
15.5	10.5	0.2	11	1994
13.5	5.3	0.1	11	1994
11	5.5	0.3	11	1994
12	6.7	4	11	1994
14.6	10.7	3.7	11	1994
15.8	14	0	11	1994
15	6.8	0.5	11	1994
11.5	3.3	0.4	11	1994
13.5	10.5	0	11	1994
14	11	0	11	1994
14	11	0	11	1994
13.5	9	0	11	1994
12.4	10.2	0	11	1994
11	8.8	0	11	1994
10.5	4.5	0	11	1994
9.5	7.3	0	11	1994
9.5	7	0	12	1994
9.3	7.3	0	12	1994
12.5	6.3	0	12	1994
12.8	6.5	7.3	12	1994
13	4.5	0	12	1994
11.8	4.3	4.5	12	1994
12	5.3	5.4	12	1994
12	5.8	11	12	1994
12.5	-0.5	15	12	1994
11.6	0	0.1	12	1994
14.8	11.6	0	12	1994
14.5	11	0	12	1994
14.5	11.5	0	12	1994
12.5	0.5	2.6	12	1994
6.1	-4.7	0	12	1994
8.8	-4	0.4	12	1994
9.2	-1.8	0	12	1994
12	8.5	7.8	12	1994
9.5	2.5	0.1	12	1994
7.8	-0.3	0	12	1994
6.3	0.5	0.2	12	1994
5	-2.3	0	12	1994
0	-5.5	0	12	1994
0	-5.5	0	12	1994
5.5	-3.5	0.1	12	1994
10	4.5	2.7	12	1994
12.3	5.5	2.5	12	1994
13.8	12	3.3	12	1994
14.3	3.3	5.7	12	1994
12.8	6	8.3	12	1994
8	3.9	1.6	12	1994
7.3	-1.3	0.2	1	1995
5	-1.5	0.5	1	1995
2.5	-5.5	0	1	1995
4.3	-5	0	1	1995
5.3	3	3.1	1	1995
5.1	2.1	3.4	1	1995
7.2	-1	0.1	1	1995
9.7	1.5	0.2	1	1995
10.5	1.8	3	1	1995
10.8	5.5	3.8	1	1995
12.3	1.3	3.8	1	1995
4.8	-0.3	0	1	1995
5.5	-0.5	0	1	1995
8	3	0	1	1995
10	7.8	0	1	1995
11.8	7.3	0	1	1995
10	7.5	4.6	1	1995
9.5	4	17.8	1	1995
7	1.8	0.5	1	1995
10	4.3	17.6	1	1995
9.3	2	1.2	1	1995
9.5	5	15.6	1	1995
7.3	2.3	8.4	1	1995
8.3	4.3	0.5	1	1995
7.5	4	6.5	1	1995
12.5	2.8	11.7	1	1995
4.5	-1.5	0.1	1	1995
11.3	0.3	8.2	1	1995
10	6.5	3.8	1	1995
11.8	0.5	12.5	1	1995
9	-0.3	1	1	1995
13	8	9.9	2	1995
9.5	0.3	3.6	2	1995
9	1.5	0.1	2	1995
10.8	7.3	0.1	2	1995
12	0.8	0	2	1995
11.3	6.8	0	2	1995
11.5	8.3	0	2	1995
10.5	7	4.6	2	1995
9	3	5.5	2	1995
9.5	7	3	2	1995
12	8	6	2	1995
12	8	4.8	2	1995
12	7.5	0	2	1995
12	4	7.1	2	1995
12.5	6.5	4	2	1995
12.5	5	0.3	2	1995
11	3.8	5.1	2	1995
9.5	2.8	0	2	1995
10.3	4.5	4.4	2	1995
11.5	5	2.2	2	1995
10.5	5.5	9.8	2	1995
8.5	3	0.3	2	1995
9.8	1	11.1	2	1995
8	3.5	3.1	2	1995
8	4.2	0.2	2	1995
8.1	-0.5	0.2	2	1995
7.5	-2.3	0	2	1995
10.5	4	1.6	2	1995
12.5	8.8	4	3	1995
9.5	0	1.9	3	1995
7.5	-0.5	14.4	3	1995
5.5	-5	0	3	1995
6.5	-1.5	4.3	3	1995
8	2.8	0.5	3	1995
7	-0.5	0.3	3	1995
7.5	-0.3	12.2	3	1995
8	-2	0	3	1995
9.5	4.3	0	3	1995
13	2	0	3	1995
15.5	5.2	0.6	3	1995
13	-2	0	3	1995
9.8	2.3	0	3	1995
12.8	2.3	0.3	3	1995
8	-0.3	1.7	3	1995
11	5.5	3.1	3	1995
11.5	3.5	3	3	1995
10.8	2.5	0.2	3	1995
10.3	1	0.2	3	1995
8.8	-2	0	3	1995
10.5	-2.8	0	3	1995
16.3	-3	0	3	1995
16.3	-3	0	3	1995
15.5	7	1.3	3	1995
13.5	7.5	0	3	1995
11.8	1.8	1.4	3	1995
7.3	-1.5	0.3	3	1995
11.8	-0.8	4.3	3	1995
9.5	-3.5	0.1	3	1995
12.2	7.4	0	3	1995
16.3	9	0	4	1995
19.5	4.8	0	4	1995
18	8	0	4	1995
16.3	5.5	0	4	1995
16	8.5	0	4	1995
14.8	10	0	4	1995
18.8	7.5	0	4	1995
18.8	4.5	0	4	1995
12.8	-1.5	0	4	1995
13.3	7.3	0	4	1995
16.3	2	0	4	1995
18.3	4.8	0	4	1995
16	2	0	4	1995
17	4.8	0	4	1995
17.3	6	0	4	1995
13	5	0.7	4	1995
11.8	7.8	0	4	1995
11.4	7.5	0.4	4	1995
10.8	-3.8	0	4	1995
10.8	6.5	0	4	1995
11.8	-3.8	0	4	1995
14	10	4	4	1995
14	10	2.6	4	1995
14.8	7	4	4	1995
13.5	7.5	0.9	4	1995
21	7.5	10.8	4	1995
10	4.5	0	4	1995
12.5	5	0	4	1995
12.5	5	0	4	1995
12.5	7	0	4	1995
15.8	6.5	0	5	1995
19.5	7	0	5	1995
23.5	6	0	5	1995
25.5	5.3	0	5	1995
26.8	5.8	0	5	1995
26.5	8.3	0	5	1995
26.5	10	0	5	1995
25.5	10.3	0	5	1995
16.8	6	0	5	1995
15.3	3.3	0	5	1995
16.5	5.4	1.4	5	1995
11.2	3.9	0	5	1995
10.5	2.7	0.3	5	1995
13	-1	0	5	1995
13.5	0.5	0	5	1995
14.8	4.5	0.2	5	1995
14.5	1	9	5	1995
10	-2	8.2	5	1995
14.5	5.5	0	5	1995
16.5	6.3	0	5	1995
15.5	1.8	0	5	1995
28.3	5.5	0	5	1995
18.3	7.8	0	5	1995
23	7	0	5	1995
19.6	8.5	0	5	1995
19	8.2	0	5	1995
25	11.3	0	5	1995
19.4	11.5	0.9	5	1995
19.6	13.2	2.6	5	1995
19.8	9	0	5	1995
18	9	1.5	5	1995
17.5	9.3	7.9	5	1995
18.8	7	0	6	1995
17.5	8	0	6	1995
18	11	0	6	1995
15.8	11.5	3.4	6	1995
15.5	9.8	0.2	6	1995
18.3	9.5	0	6	1995
17	13.5	0.3	6	1995
19.8	6.8	0	6	1995
16.3	6.5	0	6	1995
17.5	7.3	0	6	1995
15.1	10.2	0	6	1995
15.3	8.8	0.8	6	1995
14.8	6.8	0	6	1995
13.8	9	0	6	1995
16	8	0	6	1995
18	8	0	6	1995
22	8	1.3	6	1995
22	8	2.2	6	1995
21.5	8.8	0	6	1995
24	11.3	0	6	1995
23.5	12	0	6	1995
22	8.8	0	6	1995
23.3	8	0	6	1995
22.5	9.5	0	6	1995
16	11.5	0	6	1995
26.5	10.5	0	6	1995
27.8	10.5	0	6	1995
30.5	11.8	0	6	1995
29.3	8.8	0	6	1995
33.3	13.5	0	7	1995
23.8	10	0	7	1995
20.3	12.8	8.6	7	1995
19.5	9.8	0	7	1995
22.3	15	0	7	1995
24.4	11.3	0	7	1995
24.3	10.3	0	7	1995
24.5	9.5	0	7	1995
27.9	14.8	0	7	1995
29.5	15.8	0	7	1995
32.5	17.5	0	7	1995
27.3	13.3	0	7	1995
26	14.2	1.8	7	1995
23	14.5	1.4	7	1995
22.7	14	2.8	7	1995
22.3	13.5	0.7	7	1995
22	13	0.7	7	1995
23	13	1	7	1995
25.5	19	0	7	1995
26.1	13	0	7	1995
31.5	16	0	7	1995
28.5	10	0	7	1995
22.5	7	0	7	1995
24.5	8.5	0	7	1995
29.5	10.3	0	7	1995
29.5	10.3	0	7	1995
25.3	13.8	4.4	7	1995
24.8	15.8	0	7	1995
25.5	15.3	0	7	1995
29.8	9.8	0	7	1995
31.5	14.8	0	7	1995
32.3	14.3	0	8	1995
32	18.5	0	8	1995
32.8	16.5	0	8	1995
32	14	0	8	1995
28.3	10.3	0	8	1995
28.3	11.5	0	8	1995
27.5	14	0	8	1995
22.8	10.5	0	8	1995
22.5	6.8	0	8	1995
26.5	10.8	0	8	1995
29	26.5	0	8	1995
32.5	12.5	0	8	1995
30.5	16.5	0	8	1995
25	9.8	0	8	1995
24.8	10.5	0	8	1995
30	13.5	0	8	1995
31.2	12.2	0	8	1995
30	14.5	0	8	1995
30.1	12.1	0	8	1995
31	15.3	0	8	1995
30.5	9.8	0	8	1995
30.8	10.3	0	8	1995
29.5	14.8	0	8	1995
22	9	1	8	1995
23.5	16.5	0.5	8	1995
24.7	8	0	8	1995
24.5	14.5	0	8	1995
20.5	9.9	0	8	1995
20.3	10.5	0.2	8	1995
17.5	7.3	0	8	1995
22.5	13.5	0	8	1995
20.5	13.5	0	9	1995
19.3	14.8	3.8	9	1995
18.8	6.3	2.3	9	1995
19.5	7.3	0	9	1995
21	8.5	0	9	1995
19.8	11	1.5	9	1995
20.6	13	4.3	9	1995
18.8	14.3	8.8	9	1995
19.4	11.9	0	9	1995
20.2	8.9	0	9	1995
17.3	12	19	9	1995
20.3	10.5	1.6	9	1995
18	7.3	1.1	9	1995
18	5.5	0	9	1995
18.8	7	6.7	9	1995
17.1	11.7	3.2	9	1995
18	11.5	8.4	9	1995
18.8	11	1.3	9	1995
19.5	14	5.6	9	1995
18.3	10	0	9	1995
18.5	4.3	0.1	9	1995
18.2	7	0	9	1995
18.8	7.3	0	9	1995
17.8	9.3	3.5	9	1995
16	4	1.5	9	1995
16.8	11	0.3	9	1995
18	10.3	21.4	9	1995
15	5.3	0	9	1995
14	3	2	9	1995
15.8	1.5	0	9	1995
17.5	10.3	0.9	10	1995
19	8.8	0	10	1995
18	10	0	10	1995
18.3	14.3	1.3	10	1995
17	7.8	10.8	10	1995
17.3	9.3	0	10	1995
17.4	13.5	4.4	10	1995
19	10.3	0.1	10	1995
24	11.5	0	10	1995
23	11	0	10	1995
19	10	0	10	1995
20.3	14	0	10	1995
20.3	13	0	10	1995
16.9	10.5	0	10	1995
20.1	10	0	10	1995
18.8	7.8	0	10	1995
19.5	11	0	10	1995
17.5	11.5	0	10	1995
13.8	5.8	0	10	1995
16.5	12	0	10	1995
16.5	2	2	10	1995
16.5	1.5	0	10	1995
16.5	1.8	0	10	1995
16.8	7	0	10	1995
19.8	9.5	7.3	10	1995
19.5	9.5	0.8	10	1995
17	12.5	2.8	10	1995
15	-0.3	0	10	1995
12.8	-0.8	0	10	1995
14	4.3	0	10	1995
15.3	0	0	10	1995
14.5	3	0	11	1995
13.5	1.8	0	11	1995
11.8	3.5	0	11	1995
10.8	-2	0	11	1995
11	-2.8	0	11	1995
9.5	-5	0	11	1995
11	-2	0	11	1995
11	5.3	0	11	1995
14.1	9.8	0	11	1995
13.7	9	8.1	11	1995
11.4	7.2	1.8	11	1995
14.4	10.8	2.2	11	1995
14.3	9.5	2.5	11	1995
14.3	6.5	0.2	11	1995
13.5	8.5	3.5	11	1995
14.1	6	3.3	11	1995
11.5	-0.8	1.3	11	1995
4.4	-3	0	11	1995
6	-1.5	0	11	1995
9.3	-2.8	0	11	1995
6.8	-1	0	11	1995
10.5	7.3	0.4	11	1995
12.3	3.5	0	11	1995
12	7.5	0	11	1995
12.5	9.9	1.2	11	1995
12.5	8	3.6	11	1995
10.5	6.3	3.5	11	1995
11.5	2	6.2	11	1995
11.3	7.3	1.3	11	1995
11.8	1.8	0	11	1995
8.8	4.5	0	12	1995
11.2	8	1.3	12	1995
13	9	1.2	12	1995
12.3	5.5	10.5	12	1995
6.5	1.5	0	12	1995
3.3	-2.8	3.8	12	1995
0.8	-1.5	1.4	12	1995
1.5	-1.5	0	12	1995
5	-6	0	12	1995
5	-5.5	0	12	1995
1.8	-2.5	0.6	12	1995
6.5	0.5	0	12	1995
6.8	4	0.3	12	1995
7.5	2.8	0.6	12	1995
5	1.5	0	12	1995
4.5	0.8	0.8	12	1995
6	4	0	12	1995
5	2.8	2.1	12	1995
4.8	3	0	12	1995
5.8	1	32.5	12	1995
4.5	-1	3.5	12	1995
12	0.5	15.3	12	1995
13	5.2	9.4	12	1995
6.1	2	5.5	12	1995
4.8	-1.8	0	12	1995
2	-6	0	12	1995
2	-1.5	0	12	1995
0.5	-0.5	0.1	12	1995
0	-7.5	0	12	1995
2.6	-4.5	0	12	1995
2.3	-1.5	13	12	1995
3.5	-0.5	0.3	1	1996
6	1	0.3	1	1996
6.3	2.5	0	1	1996
6	2	0	1	1996
7.5	3.5	3.6	1	1996
8	4.5	3.1	1	1996
10	4.5	6.8	1	1996
11	5.8	1.8	1	1996
12	6.5	22	1	1996
11	5	0	1	1996
10.8	1.5	0	1	1996
10.5	6	1.5	1	1996
11.3	8.5	0.7	1	1996
11.8	6.3	0	1	1996
12.3	2	0	1	1996
9.8	3.3	0.1	1	1996
7.8	3	0	1	1996
10.1	2	0	1	1996
6.3	2.3	0	1	1996
8.3	2.5	0	1	1996
4.5	0	0.5	1	1996
4	0.3	0	1	1996
6.5	2.5	0	1	1996
4.5	0.3	7.5	1	1996
4.5	-2.2	0	1	1996
2.5	-5	0	1	1996
0.5	-7.8	1	1	1996
2.2	-6	0.2	1	1996
1.8	-1.5	0	1	1996
2.3	-1.3	0	1	1996
4	-1	0	1	1996
5.4	-5.5	0	2	1996
4.6	-5.5	0	2	1996
2.2	-4	0	2	1996
5.5	-4.5	0	2	1996
3.8	-6.5	0	2	1996
1.5	-3	1.2	2	1996
0	-4	2	2	1996
1.5	-4.8	0	2	1996
5.5	-5.8	0.7	2	1996
6.6	1.5	10.8	2	1996
10	4.1	0.1	2	1996
9.3	1.5	10.7	2	1996
5.5	0	1.3	2	1996
5.3	0.3	0.3	2	1996
6.1	-5	0	2	1996
7	-1	0	2	1996
12	4.3	0	2	1996
10	3.7	3.7	2	1996
8.3	-1	1	2	1996
3.4	-4	1.3	2	1996
1.8	-4.3	0	2	1996
2.5	-5.5	0	2	1996
5.5	-0.3	1.3	2	1996
8	1.8	7.9	2	1996
8.5	2.5	11.2	2	1996
6.8	-1.5	4.7	2	1996
9.5	-5	1.4	2	1996
10.3	-3.5	0	2	1996
9.5	-4.5	0	2	1996
10.5	-1	0	3	1996
7.5	2	0.4	3	1996
7.1	2.6	1.3	3	1996
8	2.8	0.4	3	1996
7.3	3.8	0	3	1996
7.3	1.8	0.2	3	1996
9.3	0	0	3	1996
5	0.8	0	3	1996
7.8	-1	8.6	3	1996
6.5	-1	0	3	1996
9.8	-5.8	0	3	1996
7	-2.8	0.2	3	1996
3.3	-2.3	0	3	1996
3.8	-2.3	0	3	1996
5.5	-3	0	3	1996
12.3	-0.3	0	3	1996
8	-0.5	0	3	1996
11	0.3	0	3	1996
11.5	0.8	0.8	3	1996
9.5	-0.5	0	3	1996
7	0.5	3.9	3	1996
9	5.5	2	3	1996
11.8	5.5	6.8	3	1996
14.5	6.3	0	3	1996
9.5	3.8	0	3	1996
11.5	2.5	12.5	3	1996
6	-2.3	0	3	1996
7.6	-4.5	0.2	3	1996
9.4	-0.5	0.3	3	1996
10.4	-3.8	0	3	1996
8.4	-1.5	0	3	1996
6.8	-4	0	4	1996
8.3	-6	0	4	1996
9.3	-4.5	0	4	1996
9	-6.5	0	4	1996
11.6	-6.5	0	4	1996
13.3	0.5	0	4	1996
10.5	4	0	4	1996
11.5	1	0	4	1996
15	7.5	0	4	1996
15.5	6	0.3	4	1996
12.3	4.5	0.6	4	1996
15.4	4	1.1	4	1996
12.6	0.2	14.5	4	1996
10.6	0.5	0	4	1996
12	3.5	0	4	1996
17	8	0	4	1996
17.5	8	0.3	4	1996
15.5	5.3	0	4	1996
13.4	7.7	1.5	4	1996
17.7	5.6	0	4	1996
22.3	5.1	0	4	1996
21	3.8	0.1	4	1996
10.8	7.3	13.5	4	1996
13	5.5	0.4	4	1996
15	4.5	0	4	1996
15.9	5.6	0	4	1996
20.1	4.5	0	4	1996
19.5	7.7	0	4	1996
15	0.8	0	4	1996
12.5	1.2	0.7	4	1996
13.5	4.5	0	5	1996
15.8	4.5	0	5	1996
11.5	2.5	0	5	1996
12.5	-2.3	0	5	1996
12	-4.3	0	5	1996
12.2	-3.8	0	5	1996
15.5	-2	0	5	1996
15.5	0	0	5	1996
14	0.5	0	5	1996
12.6	-3.3	0	5	1996
11.4	-3.3	0.4	5	1996
12.5	3.5	0	5	1996
14.5	-0.3	0	5	1996
17.5	-0.3	0	5	1996
15.5	-0.5	0	5	1996
17.5	-1	0	5	1996
10.5	1.3	4	5	1996
9.8	2	1.1	5	1996
9.5	3.5	2.9	5	1996
12.8	2.8	2	5	1996
15.5	4.3	0.8	5	1996
15.5	7	0.2	5	1996
14.5	7.6	4.1	5	1996
16	9	1.8	5	1996
14	5	4.9	5	1996
12	5.3	0.4	5	1996
15.1	8	3.8	5	1996
15.6	-0.2	1.3	5	1996
16.3	10	0	5	1996
20.3	10.3	0	5	1996
24.6	10.2	0	5	1996
22.4	6.6	0.2	6	1996
19	3.7	0.3	6	1996
17.5	3.3	0	6	1996
18.5	9.8	0	6	1996
22	15.5	0	6	1996
26.8	7.6	0	6	1996
29.5	12.1	0	6	1996
30.8	11.7	6	6	1996
21.6	5.1	0	6	1996
21.8	5.8	0	6	1996
22.5	9.5	0	6	1996
20.8	9.8	0	6	1996
20.3	2	0	6	1996
20.7	2.8	0	6	1996
23	1.6	0	6	1996
24	1.9	0	6	1996
26.8	5	0	6	1996
27.5	8.5	0	6	1996
23	5	0	6	1996
22.5	7.2	0	6	1996
14	5.5	0.3	6	1996
17	2	0	6	1996
16	2	0	6	1996
21	5.8	0	6	1996
21.3	4.3	0	6	1996
25.3	8.8	0	6	1996
24.3	13	0	6	1996
23.5	10	0	6	1996
19.2	8	2	6	1996
15.5	9	0	6	1996
21	9.5	0	7	1996
18.3	7.5	5.3	7	1996
18.8	8.8	0.3	7	1996
18.3	8.3	0.2	7	1996
18.5	8	5	7	1996
19.5	7.8	9.2	7	1996
16.2	5.5	6.6	7	1996
19.8	6.5	0	7	1996
19.3	8.9	0	7	1996
20.5	10	0	7	1996
26	11.8	0	7	1996
23.8	12	0	7	1996
22.3	12.3	0	7	1996
25	14.5	0	7	1996
25	7	0	7	1996
25.5	6	0	7	1996
22.8	6.5	0	7	1996
24.8	3.8	0	7	1996
28	6.8	0	7	1996
26.8	7.5	0	7	1996
28.5	6.5	0	7	1996
29.8	8	0	7	1996
31	12.5	0.8	7	1996
26.8	11.8	1	7	1996
21.5	7	0	7	1996
25.5	8	0	7	1996
27.6	12.6	0.6	7	1996
21.9	11.7	0	7	1996
22.2	13.2	5.5	7	1996
23.1	11.2	0.7	7	1996
23.1	12.1	2.1	7	1996
24	10	0	8	1996
22.3	7.4	0	8	1996
19.5	5.5	0	8	1996
23.2	5.5	0	8	1996
24.7	7.4	0	8	1996
27.2	12.6	0	8	1996
21.4	10.7	0.4	8	1996
22.6	7.3	0	8	1996
22.1	10.8	0.2	8	1996
22.1	12.9	15.6	8	1996
20.9	10.4	5.2	8	1996
20.3	10.3	19	8	1996
20.5	10	0.6	8	1996
23.3	12.5	0	8	1996
20.8	12.5	0	8	1996
21.1	9	0	8	1996
25.5	9	0	8	1996
27.3	8.5	0	8	1996
29.5	9.5	0	8	1996
30.5	10.5	0	8	1996
23.8	10.5	0.1	8	1996
24	6	0	8	1996
21.9	11.3	11.8	8	1996
20.4	10.3	2.5	8	1996
20.1	10.7	6.7	8	1996
19.1	7.8	0.3	8	1996
19.3	5.8	3.3	8	1996
19.1	8.8	6.4	8	1996
17.3	8	0	8	1996
16.5	5.5	0	8	1996
18.4	5	0	9	1996
20.8	10.8	0	9	1996
21	13	3.2	9	1996
21	10	0	9	1996
18.8	10.8	0	9	1996
22.5	6	0	9	1996
21.8	8	0	9	1996
21	10	0	9	1996
20	9.5	0.1	9	1996
19	8.5	0.1	9	1996
16.5	3.8	0	9	1996
18.5	9.8	0	9	1996
17.5	3.8	0	9	1996
18	0.5	0	9	1996
18.5	1	0	9	1996
22.8	2	0	9	1996
22	5.5	0	9	1996
19.5	6	0	9	1996
16.5	7.5	0.6	9	1996
7.5	14	2.2	9	1996
14.5	9	0	9	1996
17	5.3	0	9	1996
14.8	5.8	0	9	1996
15.5	-0.3	0	9	1996
18.5	8	0.5	9	1996
18.5	3.1	0.7	9	1996
17.2	9	0.2	9	1996
18.8	7.5	0.8	9	1996
19	11.2	2.4	9	1996
18.3	10	1.2	9	1996
15	5.5	7.5	10	1996
15.5	-0.5	4.6	10	1996
16.8	4	0.1	10	1996
15.3	5	1.1	10	1996
14.8	4	1.9	10	1996
13.8	2	0.6	10	1996
13.3	7	0.1	10	1996
16	9.5	0	10	1996
17.8	6.5	8.9	10	1996
15	4.3	0	10	1996
14.6	-0.4	0	10	1996
15.2	6.3	0	10	1996
15	6.1	0	10	1996
18.8	7	0	10	1996
18.5	6.5	0.6	10	1996
15.3	2	0.6	10	1996
14.5	-1.5	0.3	10	1996
14.5	-0.5	5.2	10	1996
15.5	5.5	2.2	10	1996
15.6	8.3	0.1	10	1996
16.5	7	2.6	10	1996
15	5.5	0	10	1996
18	2.5	0	10	1996
19.5	4.4	0	10	1996
18.7	9.3	0	10	1996
17.1	6.1	2.1	10	1996
14.6	7	4.7	10	1996
16.3	10	2.1	10	1996
15.8	7.3	1.6	10	1996
11.5	1.8	0	10	1996
11.3	6	2.4	10	1996
15	6.4	0.6	11	1996
16	8	0	11	1996
17.4	11.8	3.8	11	1996
17.5	10	20.2	11	1996
14.8	6.5	0	11	1996
15	6.8	1.8	11	1996
14	5	1	11	1996
11	-3.5	0.8	11	1996
11.3	1	0	11	1996
11	1.5	17.3	11	1996
6.8	-5.3	0.1	11	1996
8	-3.5	0.1	11	1996
8.8	-1	0.1	11	1996
7.8	-5.5	0	11	1996
8.4	-4	0	11	1996
10	-5.5	0	11	1996
8.4	-2.3	2.3	11	1996
9	-0.8	0.7	11	1996
5.5	-7	15.4	11	1996
6.5	-2	18.9	11	1996
6	-3.2	0.7	11	1996
5.5	-7	0	11	1996
6.9	-3	0	11	1996
5.5	-2.5	0	11	1996
10.8	-0.5	11.2	11	1996
8.8	-0.3	0.2	11	1996
6.8	-4.3	0	11	1996
5	-3.3	0	11	1996
11.8	-2.8	6.7	11	1996
10.8	4.5	0.8	11	1996
9.8	0	0.5	12	1996
12	3.3	0.3	12	1996
10.5	1.5	8.1	12	1996
12.5	-0.5	0.4	12	1996
9.4	-5	0	12	1996
7.5	-3.9	0	12	1996
4.8	-1	0	12	1996
5.8	1.2	0.1	12	1996
5	0.3	0	12	1996
4.7	-0.2	0	12	1996
4.3	0.3	0	12	1996
4.5	-0.8	0	12	1996
4	-1.5	0.2	12	1996
4.5	-7.5	0.6	12	1996
6.6	-5.8	0	12	1996
8.3	3	0	12	1996
7	0.8	0.7	12	1996
8.3	2.8	1.1	12	1996
10	5	2.8	12	1996
8.5	2.5	0.2	12	1996
8	2	1	12	1996
3.6	2.1	0	12	1996
6.1	-2	0	12	1996
4.5	-4.1	0	12	1996
2.8	-4.5	0.3	12	1996
4.6	-7	0	12	1996
1.7	-7	0.4	12	1996
3.5	-3.3	0.5	12	1996
2	-7	0	12	1996
3.8	-5	0.3	12	1996
3.4	-6.8	0	12	1996
-0.5	-7.8	0	1	1997
-2	-10	0	1	1997
0.5	-7	0	1	1997
-0.5	-4	0	1	1997
1.1	-2	0	1	1997
2.3	-1	0	1	1997
2.5	-2.5	0	1	1997
0	-4	0	1	1997
-0.4	-3.3	0.8	1	1997
0.8	-1.8	1.5	1	1997
1.4	-1.4	0	1	1997
7.3	0.2	2.1	1	1997
8.3	2.8	0	1	1997
10	-5	0	1	1997
7	-5.3	0	1	1997
2.5	-5.3	0	1	1997
7.3	-3.8	0.2	1	1997
7.5	4.5	2.3	1	1997
8	3	2.6	1	1997
6	2	0	1	1997
7.3	1	0	1	1997
5.5	1	3.8	1	1997
8.1	2.5	1.3	1	1997
8	4	0	1	1997
10.5	-3.5	0	1	1997
11	-3.6	0	1	1997
8.3	-3	0	1	1997
7	-0.5	0.1	1	1997
7.8	-0.8	0	1	1997
5.6	2.5	0	1	1997
4.7	2.5	0	1	1997
5.2	2.8	0	2	1997
7	1.9	0	2	1997
8.3	-5	0	2	1997
8.8	3	0	2	1997
9.3	1.5	6.9	2	1997
9.2	3	0.2	2	1997
10.4	7	0	2	1997
10.6	-3	2.1	2	1997
9.4	-1	0	2	1997
12	7.5	1.8	2	1997
10.5	3	4.3	2	1997
11.8	6	4	2	1997
11.5	3	5	2	1997
8.7	-1.5	0	2	1997
6.9	0.4	0	2	1997
9.1	1.5	0	2	1997
8.8	4	2.5	2	1997
10.5	4.8	9.9	2	1997
8	1.5	0.7	2	1997
10.9	5	3.9	2	1997
12.3	7	0.6	2	1997
12.6	6.5	3.5	2	1997
11.5	7.5	0	2	1997
13	3.8	6.3	2	1997
12	6.8	6.5	2	1997
13.3	5	2.7	2	1997
13.1	2.4	0	2	1997
10.3	5.6	0	2	1997
12.7	2.3	0	3	1997
12.1	7.2	0	3	1997
12.5	2.3	0	3	1997
9.5	4	8.5	3	1997
10.5	6	1.6	3	1997
11.8	1.8	0.7	3	1997
12.3	5.3	0	3	1997
11.5	7.5	0	3	1997
12.3	7	0.8	3	1997
14	3.3	0	3	1997
16	-1.3	0	3	1997
17.8	0.8	0	3	1997
15	6.8	0	3	1997
12.5	8.5	0	3	1997
14.3	5.5	0	3	1997
16.3	8.5	0	3	1997
15.3	3.8	0	3	1997
17.5	7	0	3	1997
13.3	7	0	3	1997
12.3	1	0	3	1997
13.8	2.8	0	3	1997
12.3	-1.8	0	3	1997
13.3	4.8	0.3	3	1997
12.5	2.5	0	3	1997
10.3	2.8	0.3	3	1997
13.5	8.5	0	3	1997
13.5	4.5	0	3	1997
16.6	4.2	0	3	1997
12	2.3	0	3	1997
12.8	-0.5	0	3	1997
14.4	8	0	3	1997
16	0.2	0	4	1997
16.3	0.5	0	4	1997
17.5	7	0	4	1997
14.6	1	0	4	1997
12.3	6.5	0	4	1997
16.1	7.5	0	4	1997
