RefNo	Date	Transect	Position	Location	Height
14221	15/08/2003	D	1	21	1
14222	15/08/2003	D	1	22	3
14223	15/08/2003	D	1	23	0.5
14224	15/08/2003	D	1	24	0.5
14225	15/08/2003	D	1	25	2
14226	15/08/2003	D	2	1	4
14227	15/08/2003	D	2	2	3
14228	15/08/2003	D	2	3	3.5
14229	15/08/2003	D	2	4	3
14230	15/08/2003	D	2	5	1
14231	15/08/2003	D	2	6	2.5
14232	15/08/2003	D	2	7	2.5
14233	15/08/2003	D	2	8	2
14234	15/08/2003	D	2	9	2
14235	15/08/2003	D	2	10	2.5
14236	15/08/2003	D	2	11	2.5
14237	15/08/2003	D	2	12	3
14238	15/08/2003	D	2	13	3.5
14239	15/08/2003	D	2	14	6.5
14240	15/08/2003	D	2	15	7
14241	15/08/2003	D	2	16	4
14242	15/08/2003	D	2	17	3
14243	15/08/2003	D	2	18	3
14244	15/08/2003	D	2	19	3
14245	15/08/2003	D	2	20	4
14246	15/08/2003	D	2	21	4
14247	15/08/2003	D	2	22	7
14248	15/08/2003	D	2	23	6.5
14249	15/08/2003	D	2	24	11
14250	15/08/2003	D	2	25	11
14251	15/08/2003	D	3	1	1
14252	15/08/2003	D	3	2	2
14253	15/08/2003	D	3	3	2
14254	15/08/2003	D	3	4	5
14255	15/08/2003	D	3	5	1
14256	15/08/2003	D	3	6	0.5
14257	15/08/2003	D	3	7	0
14258	15/08/2003	D	3	8	2.5
14259	15/08/2003	D	3	9	1.5
14260	15/08/2003	D	3	10	1.5
14261	15/08/2003	D	3	11	1
14262	15/08/2003	D	3	12	1.5
14263	15/08/2003	D	3	13	2
14264	15/08/2003	D	3	14	1
14265	15/08/2003	D	3	15	0.5
14266	15/08/2003	D	3	16	0.5
14267	15/08/2003	D	3	17	5.5
14268	15/08/2003	D	3	18	0
14269	15/08/2003	D	3	19	1.5
14270	15/08/2003	D	3	20	1
14271	15/08/2003	D	3	21	1.5
14272	15/08/2003	D	3	22	5
14273	15/08/2003	D	3	23	2
14274	15/08/2003	D	3	24	1.5
14275	15/08/2003	D	3	25	4
14276	15/08/2003	D	4	1	1
14277	15/08/2003	D	4	2	1.5
14278	15/08/2003	D	4	3	3
14279	15/08/2003	D	4	4	1.5
14280	15/08/2003	D	4	5	0.5
14281	15/08/2003	D	4	6	2
14282	15/08/2003	D	4	7	1.5
14283	15/08/2003	D	4	8	2
14284	15/08/2003	D	4	9	1.5
14285	15/08/2003	D	4	10	2
14286	15/08/2003	D	4	11	2.5
14287	15/08/2003	D	4	12	2
14288	15/08/2003	D	4	13	2
14289	15/08/2003	D	4	14	2
14290	15/08/2003	D	4	15	3
14291	15/08/2003	D	4	16	0.5
14292	15/08/2003	D	4	17	1
14293	15/08/2003	D	4	18	2
14294	15/08/2003	D	4	19	0.5
14295	15/08/2003	D	4	20	2
14296	15/08/2003	D	4	21	3
14297	15/08/2003	D	4	22	2.5
14298	15/08/2003	D	4	23	1.5
14299	15/08/2003	D	4	24	0.5
14300	15/08/2003	D	4	25	3.5
14301	15/08/2003	D	5	1	5.5
14302	15/08/2003	D	5	2	5
14303	15/08/2003	D	5	3	5
14304	15/08/2003	D	5	4	7
14305	15/08/2003	D	5	5	7.5
14306	15/08/2003	D	5	6	20
14307	15/08/2003	D	5	7	7.5
14308	15/08/2003	D	5	8	6
14309	15/08/2003	D	5	9	5.5
14310	15/08/2003	D	5	10	5
14311	15/08/2003	D	5	11	10
14312	15/08/2003	D	5	12	5.5
14313	15/08/2003	D	5	13	6.5
14314	15/08/2003	D	5	14	7
14315	15/08/2003	D	5	15	6.5
14316	15/08/2003	D	5	16	7
14317	15/08/2003	D	5	17	7
14318	15/08/2003	D	5	18	12
14319	15/08/2003	D	5	19	11
14320	15/08/2003	D	5	20	6.5
14321	15/08/2003	D	5	21	10
14322	15/08/2003	D	5	22	10.5
14323	15/08/2003	D	5	23	10
14324	15/08/2003	D	5	24	12
14325	15/08/2003	D	5	25	8.5
14326	15/08/2003	D	6	1	6
14327	15/08/2003	D	6	2	6.5
14328	15/08/2003	D	6	3	7.5
14329	15/08/2003	D	6	4	7.5
14330	15/08/2003	D	6	5	9.5
14331	15/08/2003	D	6	6	11.5
14332	15/08/2003	D	6	7	13.5
14333	15/08/2003	D	6	8	12
14334	15/08/2003	D	6	9	12
14335	15/08/2003	D	6	10	9.5
14336	15/08/2003	D	6	11	12.5
14337	15/08/2003	D	6	12	13.5
14338	15/08/2003	D	6	13	12
14339	15/08/2003	D	6	14	8
14340	15/08/2003	D	6	15	7.5
14341	15/08/2003	D	6	16	11
14342	15/08/2003	D	6	17	13
14343	15/08/2003	D	6	18	13.5
14344	15/08/2003	D	6	19	17.5
14345	15/08/2003	D	6	20	11
14346	15/08/2003	D	6	21	10
14347	15/08/2003	D	6	22	11
14348	15/08/2003	D	6	23	16
14349	15/08/2003	D	6	24	17
14350	15/08/2003	D	6	25	21
14351	15/08/2003	E	1	1	3
14352	15/08/2003	E	1	2	3.5
14353	15/08/2003	E	1	3	4.5
14354	15/08/2003	E	1	4	4.5
14355	15/08/2003	E	1	5	8.5
14356	15/08/2003	E	1	6	6
14357	15/08/2003	E	1	7	9.5
14358	15/08/2003	E	1	8	9
14359	15/08/2003	E	1	9	8
14360	15/08/2003	E	1	10	5.5
14361	15/08/2003	E	1	11	7.5
14362	15/08/2003	E	1	12	13.5
14363	15/08/2003	E	1	13	7.5
14364	15/08/2003	E	1	14	8
14365	15/08/2003	E	1	15	6.5
14366	15/08/2003	E	1	16	3.5
14367	15/08/2003	E	1	17	6
14368	15/08/2003	E	1	18	4.5
14369	15/08/2003	E	1	19	8
14370	15/08/2003	E	1	20	6
14371	15/08/2003	E	1	21	7.5
14372	15/08/2003	E	1	22	4.5
14373	15/08/2003	E	1	23	7
14374	15/08/2003	E	1	24	7
14375	15/08/2003	E	1	25	5.5
14376	15/08/2003	E	2	1	12
14377	15/08/2003	E	2	2	8
14378	15/08/2003	E	2	3	10.5
14379	15/08/2003	E	2	4	15
14380	15/08/2003	E	2	5	7
14381	15/08/2003	E	2	6	11
14382	15/08/2003	E	2	7	9.5
14383	15/08/2003	E	2	8	13.5
14384	15/08/2003	E	2	9	12.5
14385	15/08/2003	E	2	10	12.5
14386	15/08/2003	E	2	11	10.5
14387	15/08/2003	E	2	12	15
14388	15/08/2003	E	2	13	20.5
14389	15/08/2003	E	2	14	13.5
14390	15/08/2003	E	2	15	8.5
14391	15/08/2003	E	2	16	5
14392	15/08/2003	E	2	17	8.5
14393	15/08/2003	E	2	18	11
14394	15/08/2003	E	2	19	7.5
14395	15/08/2003	E	2	20	10.5
14396	15/08/2003	E	2	21	16.5
14397	15/08/2003	E	2	22	19.5
14398	15/08/2003	E	2	23	19
14399	15/08/2003	E	2	24	19
14400	15/08/2003	E	2	25	16
14401	15/08/2003	E	3	1	6.5
14402	15/08/2003	E	3	2	4.5
14403	15/08/2003	E	3	3	7.5
14404	15/08/2003	E	3	4	3.5
14405	15/08/2003	E	3	5	5.5
14406	15/08/2003	E	3	6	5
14407	15/08/2003	E	3	7	5
14408	15/08/2003	E	3	8	5.5
14409	15/08/2003	E	3	9	4
14410	15/08/2003	E	3	10	5
14411	15/08/2003	E	3	11	4.5
14412	15/08/2003	E	3	12	2.5
14413	15/08/2003	E	3	13	3
14414	15/08/2003	E	3	14	2.5
14415	15/08/2003	E	3	15	3.5
14416	15/08/2003	E	3	16	4.5
14417	15/08/2003	E	3	17	5
14418	15/08/2003	E	3	18	3.5
14419	15/08/2003	E	3	19	2.5
14420	15/08/2003	E	3	20	2
14421	15/08/2003	E	3	21	12.5
14422	15/08/2003	E	3	22	5.5
14423	15/08/2003	E	3	23	2.5
14424	15/08/2003	E	3	24	4.5
14425	15/08/2003	E	3	25	5
14426	15/08/2003	E	4	1	5
14427	15/08/2003	E	4	2	5.5
14428	15/08/2003	E	4	3	3.5
14429	15/08/2003	E	4	4	2.5
14430	15/08/2003	E	4	5	2
14431	15/08/2003	E	4	6	2.5
14432	15/08/2003	E	4	7	2.5
14433	15/08/2003	E	4	8	3
14434	15/08/2003	E	4	9	2.5
14435	15/08/2003	E	4	10	2.5
14436	15/08/2003	E	4	11	2
14437	15/08/2003	E	4	12	3.5
14438	15/08/2003	E	4	13	2
14439	15/08/2003	E	4	14	2.5
14440	15/08/2003	E	4	15	3
14441	15/08/2003	E	4	16	2.5
14442	15/08/2003	E	4	17	3
14443	15/08/2003	E	4	18	4
14444	15/08/2003	E	4	19	2.5
14445	15/08/2003	E	4	20	2
14446	15/08/2003	E	4	21	2.5
14447	15/08/2003	E	4	22	2.5
14448	15/08/2003	E	4	23	2
14449	15/08/2003	E	4	24	3
14450	15/08/2003	E	4	25	2.5
14451	15/08/2003	E	5	1	11
14452	15/08/2003	E	5	2	8.5
14453	15/08/2003	E	5	3	9
14454	15/08/2003	E	5	4	7.5
14455	15/08/2003	E	5	5	8
14456	15/08/2003	E	5	6	10.5
14457	15/08/2003	E	5	7	6
14458	15/08/2003	E	5	8	3.5
14459	15/08/2003	E	5	9	2
14460	15/08/2003	E	5	10	3.5
14461	15/08/2003	E	5	11	3
14462	15/08/2003	E	5	12	4.5
14463	15/08/2003	E	5	13	6.5
14464	15/08/2003	E	5	14	4.5
14465	15/08/2003	E	5	15	4
14466	15/08/2003	E	5	16	3.5
14467	15/08/2003	E	5	17	4.5
14468	15/08/2003	E	5	18	3
14469	15/08/2003	E	5	19	2.5
14470	15/08/2003	E	5	20	4
14471	15/08/2003	E	5	21	5
14472	15/08/2003	E	5	22	2
14473	15/08/2003	E	5	23	3.5
14474	15/08/2003	E	5	24	4
14475	15/08/2003	E	5	25	4
14476	15/08/2003	E	6	1	3.5
14477	15/08/2003	E	6	2	2
14478	15/08/2003	E	6	3	3
14479	15/08/2003	E	6	4	3.5
14480	15/08/2003	E	6	5	4
14481	15/08/2003	E	6	6	4
14482	15/08/2003	E	6	7	2.5
14483	15/08/2003	E	6	8	3
14484	15/08/2003	E	6	9	2.5
14485	15/08/2003	E	6	10	2
14486	15/08/2003	E	6	11	2.5
14487	15/08/2003	E	6	12	2.5
14488	15/08/2003	E	6	13	3.5
14489	15/08/2003	E	6	14	4
14490	15/08/2003	E	6	15	6
14491	15/08/2003	E	6	16	6.5
14492	15/08/2003	E	6	17	5
14493	15/08/2003	E	6	18	4
14494	15/08/2003	E	6	19	4
14495	15/08/2003	E	6	20	5
14496	15/08/2003	E	6	21	3
14497	15/08/2003	E	6	22	3.5
14498	15/08/2003	E	6	23	4
14499	15/08/2003	E	6	24	3
14500	15/08/2003	E	6	25	3
14501	15/03/2004	A	1	1	1.5
14502	15/03/2004	A	1	2	1
14503	15/03/2004	A	1	3	2.5
14504	15/03/2004	A	1	4	4.5
14505	15/03/2004	A	1	5	3
14506	15/03/2004	A	1	6	2
14507	15/03/2004	A	1	7	2.5
14508	15/03/2004	A	1	8	6
14509	15/03/2004	A	1	9	4.5
14510	15/03/2004	A	1	10	3.5
14511	15/03/2004	A	1	11	3
14512	15/03/2004	A	1	12	2
14513	15/03/2004	A	1	13	2
14514	15/03/2004	A	1	14	1.5
14515	15/03/2004	A	1	15	1.5
14516	15/03/2004	A	1	16	2
14517	15/03/2004	A	1	17	2
14518	15/03/2004	A	1	18	2
14519	15/03/2004	A	1	19	2
14520	15/03/2004	A	1	20	4
14521	15/03/2004	A	1	21	3
14522	15/03/2004	A	1	22	2
14523	15/03/2004	A	1	23	2
14524	15/03/2004	A	1	24	3
14525	15/03/2004	A	1	25	2.5
14526	15/03/2004	A	2	1	8
14527	15/03/2004	A	2	2	7.5
14528	15/03/2004	A	2	3	6.5
14529	15/03/2004	A	2	4	4
14530	15/03/2004	A	2	5	6
14531	15/03/2004	A	2	6	3.5
14532	15/03/2004	A	2	7	4
14533	15/03/2004	A	2	8	5
14534	15/03/2004	A	2	9	4.5
14535	15/03/2004	A	2	10	7
14536	15/03/2004	A	2	11	1.5
14537	15/03/2004	A	2	12	1.5
14538	15/03/2004	A	2	13	2.5
14539	15/03/2004	A	2	14	2
14540	15/03/2004	A	2	15	3.5
14541	15/03/2004	A	2	16	3
14542	15/03/2004	A	2	17	14
14543	15/03/2004	A	2	18	2
14544	15/03/2004	A	2	19	2
14545	15/03/2004	A	2	20	2.5
14546	15/03/2004	A	2	21	4
14547	15/03/2004	A	2	22	3
14548	15/03/2004	A	2	23	2
14549	15/03/2004	A	2	24	6
14550	15/03/2004	A	2	25	5
14551	15/03/2004	A	3	1	1.5
14552	15/03/2004	A	3	2	2
14553	15/03/2004	A	3	3	3
14554	15/03/2004	A	3	4	1.5
14555	15/03/2004	A	3	5	2.5
14556	15/03/2004	A	3	6	5
14557	15/03/2004	A	3	7	2
14558	15/03/2004	A	3	8	2
14559	15/03/2004	A	3	9	2
14560	15/03/2004	A	3	10	3
14561	15/03/2004	A	3	11	14.5
14562	15/03/2004	A	3	12	4
14563	15/03/2004	A	3	13	3
14564	15/03/2004	A	3	14	1.5
14565	15/03/2004	A	3	15	1.5
14566	15/03/2004	A	3	16	1
14567	15/03/2004	A	3	17	6
14568	15/03/2004	A	3	18	4
14569	15/03/2004	A	3	19	3
14570	15/03/2004	A	3	20	3.5
14571	15/03/2004	A	3	21	2.5
14572	15/03/2004	A	3	22	2.5
14573	15/03/2004	A	3	23	3
14574	15/03/2004	A	3	24	3
14575	15/03/2004	A	3	25	4
14576	15/03/2004	A	4	1	3
14577	15/03/2004	A	4	2	1.5
14578	15/03/2004	A	4	3	2
14579	15/03/2004	A	4	4	3
14580	15/03/2004	A	4	5	1.5
14581	15/03/2004	A	4	6	3
14582	15/03/2004	A	4	7	2.5
14583	15/03/2004	A	4	8	4
14584	15/03/2004	A	4	9	2
14585	15/03/2004	A	4	10	8
14586	15/03/2004	A	4	11	10
14587	15/03/2004	A	4	12	2.5
14588	15/03/2004	A	4	13	2.5
14589	15/03/2004	A	4	14	4
14590	15/03/2004	A	4	15	3
14591	15/03/2004	A	4	16	2.5
14592	15/03/2004	A	4	17	3
14593	15/03/2004	A	4	18	1
14594	15/03/2004	A	4	19	2.5
14595	15/03/2004	A	4	20	3
14596	15/03/2004	A	4	21	2.5
14597	15/03/2004	A	4	22	1.5
14598	15/03/2004	A	4	23	3
14599	15/03/2004	A	4	24	2
14600	15/03/2004	A	4	25	3
14601	15/03/2004	A	5	1	4
14602	15/03/2004	A	5	2	6
14603	15/03/2004	A	5	3	4.5
14604	15/03/2004	A	5	4	3
14605	15/03/2004	A	5	5	1.5
14606	15/03/2004	A	5	6	4
14607	15/03/2004	A	5	7	4
14608	15/03/2004	A	5	8	0.5
14609	15/03/2004	A	5	9	4
14610	15/03/2004	A	5	10	3
14611	15/03/2004	A	5	11	6
14612	15/03/2004	A	5	12	3.5
14613	15/03/2004	A	5	13	5.5
14614	15/03/2004	A	5	14	3
14615	15/03/2004	A	5	15	2
14616	15/03/2004	A	5	16	3.5
14617	15/03/2004	A	5	17	3
14618	15/03/2004	A	5	18	1
14619	15/03/2004	A	5	19	4
14620	15/03/2004	A	5	20	6
14621	15/03/2004	A	5	21	4.5
14622	15/03/2004	A	5	22	3
14623	15/03/2004	A	5	23	3
14624	15/03/2004	A	5	24	3.5
14625	15/03/2004	A	5	25	5
14626	15/03/2004	A	6	1	4.5
14627	15/03/2004	A	6	2	10.5
14628	15/03/2004	A	6	3	5.5
14629	15/03/2004	A	6	4	4
14630	15/03/2004	A	6	5	4.5
14631	15/03/2004	A	6	6	4
14632	15/03/2004	A	6	7	3.5
14633	15/03/2004	A	6	8	2.5
14634	15/03/2004	A	6	9	5.5
14635	15/03/2004	A	6	10	10
14636	15/03/2004	A	6	11	11.5
14637	15/03/2004	A	6	12	3
14638	15/03/2004	A	6	13	3
14639	15/03/2004	A	6	14	4
14640	15/03/2004	A	6	15	1.5
14641	15/03/2004	A	6	16	2.5
14642	15/03/2004	A	6	17	2.5
14643	15/03/2004	A	6	18	6
14644	15/03/2004	A	6	19	6.5
14645	15/03/2004	A	6	20	6
14646	15/03/2004	A	6	21	4
14647	15/03/2004	A	6	22	6
14648	15/03/2004	A	6	23	3
14649	15/03/2004	A	6	24	2.5
14650	15/03/2004	A	6	25	6
14651	15/03/2004	B	1	1	3.5
14652	15/03/2004	B	1	2	1.5
14653	15/03/2004	B	1	3	2.5
14654	15/03/2004	B	1	4	1
14655	15/03/2004	B	1	5	1.5
14656	15/03/2004	B	1	6	3.5
14657	15/03/2004	B	1	7	1.5
14658	15/03/2004	B	1	8	10
14659	15/03/2004	B	1	9	13
14660	15/03/2004	B	1	10	5.5
14661	15/03/2004	B	1	11	2.5
14662	15/03/2004	B	1	12	5.5
14663	15/03/2004	B	1	13	1.5
14664	15/03/2004	B	1	14	3
14665	15/03/2004	B	1	15	9
14666	15/03/2004	B	1	16	6
14667	15/03/2004	B	1	17	3.5
14668	15/03/2004	B	1	18	6
14669	15/03/2004	B	1	19	3.5
14670	15/03/2004	B	1	20	4.5
14671	15/03/2004	B	1	21	3.5
14672	15/03/2004	B	1	22	5.5
14673	15/03/2004	B	1	23	2.5
14674	15/03/2004	B	1	24	2
14675	15/03/2004	B	1	25	1
14676	15/03/2004	B	2	1	3
14677	15/03/2004	B	2	2	3
14678	15/03/2004	B	2	3	4.5
14679	15/03/2004	B	2	4	2.5
14680	15/03/2004	B	2	5	3
14681	15/03/2004	B	2	6	1.5
14682	15/03/2004	B	2	7	3.5
14683	15/03/2004	B	2	8	2
14684	15/03/2004	B	2	9	1.5
14685	15/03/2004	B	2	10	2
14686	15/03/2004	B	2	11	1
14687	15/03/2004	B	2	12	1
14688	15/03/2004	B	2	13	0.5
14689	15/03/2004	B	2	14	0.5
14690	15/03/2004	B	2	15	1.5
14691	15/03/2004	B	2	16	1.5
14692	15/03/2004	B	2	17	2
14693	15/03/2004	B	2	18	1.5
14694	15/03/2004	B	2	19	0.5
14695	15/03/2004	B	2	20	1.5
14696	15/03/2004	B	2	21	1.5
14697	15/03/2004	B	2	22	1.5
14698	15/03/2004	B	2	23	2
14699	15/03/2004	B	2	24	2
14700	15/03/2004	B	2	25	4
14701	15/03/2004	B	3	1	2
14702	15/03/2004	B	3	2	4
14703	15/03/2004	B	3	3	8
14704	15/03/2004	B	3	4	7
14705	15/03/2004	B	3	5	7.5
14706	15/03/2004	B	3	6	5
14707	15/03/2004	B	3	7	3
14708	15/03/2004	B	3	8	4
14709	15/03/2004	B	3	9	4.5
14710	15/03/2004	B	3	10	4.5
14711	15/03/2004	B	3	11	4.5
14712	15/03/2004	B	3	12	4
14713	15/03/2004	B	3	13	5
14714	15/03/2004	B	3	14	3
14715	15/03/2004	B	3	15	6
14716	15/03/2004	B	3	16	9
14717	15/03/2004	B	3	17	4
14718	15/03/2004	B	3	18	3
14719	15/03/2004	B	3	19	3.5
14720	15/03/2004	B	3	20	7
14721	15/03/2004	B	3	21	3.5
14722	15/03/2004	B	3	22	4
14723	15/03/2004	B	3	23	3
14724	15/03/2004	B	3	24	7
14725	15/03/2004	B	3	25	2.5
14726	15/03/2004	B	4	1	16.5
14727	15/03/2004	B	4	2	4.5
14728	15/03/2004	B	4	3	3
14729	15/03/2004	B	4	4	2
14730	15/03/2004	B	4	5	2
14731	15/03/2004	B	4	6	3.5
14732	15/03/2004	B	4	7	2
14733	15/03/2004	B	4	8	2.5
14734	15/03/2004	B	4	9	4.5
14735	15/03/2004	B	4	10	2
14736	15/03/2004	B	4	11	2
14737	15/03/2004	B	4	12	2.5
14738	15/03/2004	B	4	13	7
14739	15/03/2004	B	4	14	2
14740	15/03/2004	B	4	15	5
14741	15/03/2004	B	4	16	2.5
14742	15/03/2004	B	4	17	1.5
14743	15/03/2004	B	4	18	4
14744	15/03/2004	B	4	19	5.5
14745	15/03/2004	B	4	20	8
14746	15/03/2004	B	4	21	5.5
14747	15/03/2004	B	4	22	4
14748	15/03/2004	B	4	23	4.5
14749	15/03/2004	B	4	24	6.5
14750	15/03/2004	B	4	25	6.5
14751	15/03/2004	B	5	1	2
14752	15/03/2004	B	5	2	3.5
14753	15/03/2004	B	5	3	3
14754	15/03/2004	B	5	4	5
14755	15/03/2004	B	5	5	3.5
14756	15/03/2004	B	5	6	1.5
14757	15/03/2004	B	5	7	3.5
14758	15/03/2004	B	5	8	2
14759	15/03/2004	B	5	9	2
14760	15/03/2004	B	5	10	5
14761	15/03/2004	B	5	11	1.5
14762	15/03/2004	B	5	12	2
14763	15/03/2004	B	5	13	1
14764	15/03/2004	B	5	14	3
14765	15/03/2004	B	5	15	2.5
14766	15/03/2004	B	5	16	3
14767	15/03/2004	B	5	17	3.5
14768	15/03/2004	B	5	18	4.5
14769	15/03/2004	B	5	19	3
14770	15/03/2004	B	5	20	2.5
14771	15/03/2004	B	5	21	2
14772	15/03/2004	B	5	22	2
14773	15/03/2004	B	5	23	1
14774	15/03/2004	B	5	24	1
14775	15/03/2004	B	5	25	1.5
14776	15/03/2004	B	6	1	11
14777	15/03/2004	B	6	2	8.5
14778	15/03/2004	B	6	3	9
14779	15/03/2004	B	6	4	8
14780	15/03/2004	B	6	5	7
14781	15/03/2004	B	6	6	9
14782	15/03/2004	B	6	7	8
14783	15/03/2004	B	6	8	6.5
14784	15/03/2004	B	6	9	10
14785	15/03/2004	B	6	10	14.5
14786	15/03/2004	B	6	11	11
14787	15/03/2004	B	6	12	5
14788	15/03/2004	B	6	13	4.5
14789	15/03/2004	B	6	14	6
14790	15/03/2004	B	6	15	3.5
14791	15/03/2004	B	6	16	0
14792	15/03/2004	B	6	17	4
14793	15/03/2004	B	6	18	10.5
14794	15/03/2004	B	6	19	7
14795	15/03/2004	B	6	20	7
14796	15/03/2004	B	6	21	12
14797	15/03/2004	B	6	22	6
14798	15/03/2004	B	6	23	8
14799	15/03/2004	B	6	24	13
14800	15/03/2004	B	6	25	9
14801	15/03/2004	C	1	1	4
14802	15/03/2004	C	1	2	5
14803	15/03/2004	C	1	3	4
14804	15/03/2004	C	1	4	5.5
14805	15/03/2004	C	1	5	4.5
14806	15/03/2004	C	1	6	4
14807	15/03/2004	C	1	7	7
14808	15/03/2004	C	1	8	4
14809	15/03/2004	C	1	9	3
14810	15/03/2004	C	1	10	6
14811	15/03/2004	C	1	11	4
14812	15/03/2004	C	1	12	3
14813	15/03/2004	C	1	13	3
14814	15/03/2004	C	1	14	3
14815	15/03/2004	C	1	15	2
14816	15/03/2004	C	1	16	2.5
14817	15/03/2004	C	1	17	2.5
14818	15/03/2004	C	1	18	2.5
14819	15/03/2004	C	1	19	3.5
14820	15/03/2004	C	1	20	4.5
14821	15/03/2004	C	1	21	3
14822	15/03/2004	C	1	22	2
14823	15/03/2004	C	1	23	4
14824	15/03/2004	C	1	24	3
14825	15/03/2004	C	1	25	4
14826	15/03/2004	C	2	1	5
14827	15/03/2004	C	2	2	2
14828	15/03/2004	C	2	3	2
14829	15/03/2004	C	2	4	4
14830	15/03/2004	C	2	5	3
14831	15/03/2004	C	2	6	4
14832	15/03/2004	C	2	7	5.5
14833	15/03/2004	C	2	8	5
14834	15/03/2004	C	2	9	5
14835	15/03/2004	C	2	10	8
14836	15/03/2004	C	2	11	9
14837	15/03/2004	C	2	12	4.5
14838	15/03/2004	C	2	13	3
14839	15/03/2004	C	2	14	3
14840	15/03/2004	C	2	15	6
14841	15/03/2004	C	2	16	2
14842	15/03/2004	C	2	17	2.5
14843	15/03/2004	C	2	18	3.5
14844	15/03/2004	C	2	19	2
14845	15/03/2004	C	2	20	4.5
14846	15/03/2004	C	2	21	3
14847	15/03/2004	C	2	22	4
14848	15/03/2004	C	2	23	9.5
14849	15/03/2004	C	2	24	3
14850	15/03/2004	C	2	25	3
14851	15/03/2004	C	3	1	4
14852	15/03/2004	C	3	2	1.5
14853	15/03/2004	C	3	3	3
14854	15/03/2004	C	3	4	6
14855	15/03/2004	C	3	5	4
14856	15/03/2004	C	3	6	4
14857	15/03/2004	C	3	7	5
14858	15/03/2004	C	3	8	4
14859	15/03/2004	C	3	9	6.5
14860	15/03/2004	C	3	10	2
14861	15/03/2004	C	3	11	2
14862	15/03/2004	C	3	12	1
14863	15/03/2004	C	3	13	4
14864	15/03/2004	C	3	14	3.5
14865	15/03/2004	C	3	15	2.5
14866	15/03/2004	C	3	16	7
14867	15/03/2004	C	3	17	1
14868	15/03/2004	C	3	18	1
14869	15/03/2004	C	3	19	4.5
14870	15/03/2004	C	3	20	6
14871	15/03/2004	C	3	21	6.5
14872	15/03/2004	C	3	22	3.5
14873	15/03/2004	C	3	23	4
14874	15/03/2004	C	3	24	2.5
14875	15/03/2004	C	3	25	3.5
14876	15/03/2004	C	4	1	2
14877	15/03/2004	C	4	2	2.5
14878	15/03/2004	C	4	3	2.5
14879	15/03/2004	C	4	4	6
14880	15/03/2004	C	4	5	3
14881	15/03/2004	C	4	6	2
14882	15/03/2004	C	4	7	2.5
14883	15/03/2004	C	4	8	3
14884	15/03/2004	C	4	9	2
14885	15/03/2004	C	4	10	1
14886	15/03/2004	C	4	11	1.5
14887	15/03/2004	C	4	12	1
14888	15/03/2004	C	4	13	0.5
14889	15/03/2004	C	4	14	1
14890	15/03/2004	C	4	15	0.5
14891	15/03/2004	C	4	16	1
14892	15/03/2004	C	4	17	1
14893	15/03/2004	C	4	18	1
14894	15/03/2004	C	4	19	2
14895	15/03/2004	C	4	20	3
14896	15/03/2004	C	4	21	2.5
14897	15/03/2004	C	4	22	2
14898	15/03/2004	C	4	23	2
14899	15/03/2004	C	4	24	1
14900	15/03/2004	C	4	25	1
14901	15/03/2004	C	5	1	3
14902	15/03/2004	C	5	2	2.5
14903	15/03/2004	C	5	3	2
14904	15/03/2004	C	5	4	2
14905	15/03/2004	C	5	5	2
14906	15/03/2004	C	5	6	3
14907	15/03/2004	C	5	7	3
14908	15/03/2004	C	5	8	1.5
14909	15/03/2004	C	5	9	2.5
14910	15/03/2004	C	5	10	2.5
14911	15/03/2004	C	5	11	3
14912	15/03/2004	C	5	12	3
14913	15/03/2004	C	5	13	2
14914	15/03/2004	C	5	14	2.5
14915	15/03/2004	C	5	15	6
14916	15/03/2004	C	5	16	1
14917	15/03/2004	C	5	17	2
14918	15/03/2004	C	5	18	3
14919	15/03/2004	C	5	19	3
14920	15/03/2004	C	5	20	2
14921	15/03/2004	C	5	21	2
14922	15/03/2004	C	5	22	2.5
14923	15/03/2004	C	5	23	2.5
14924	15/03/2004	C	5	24	2
14925	15/03/2004	C	5	25	3
14926	15/03/2004	C	6	1	2.5
14927	15/03/2004	C	6	2	2
14928	15/03/2004	C	6	3	1.5
14929	15/03/2004	C	6	4	4
14930	15/03/2004	C	6	5	1.5
14931	15/03/2004	C	6	6	1.5
14932	15/03/2004	C	6	7	2.5
14933	15/03/2004	C	6	8	4
14934	15/03/2004	C	6	9	6.5
14935	15/03/2004	C	6	10	2
14936	15/03/2004	C	6	11	3.5
14937	15/03/2004	C	6	12	3.5
14938	15/03/2004	C	6	13	2.5
14939	15/03/2004	C	6	14	2.5
14940	15/03/2004	C	6	15	1
14941	15/03/2004	C	6	16	1
14942	15/03/2004	C	6	17	4
14943	15/03/2004	C	6	18	6
14944	15/03/2004	C	6	19	3.5
14945	15/03/2004	C	6	20	5.5
14946	15/03/2004	C	6	21	1.5
14947	15/03/2004	C	6	22	2
14948	15/03/2004	C	6	23	2
14949	15/03/2004	C	6	24	1.5
14950	15/03/2004	C	6	25	2.5
14951	15/03/2004	D	1	1	0.5
14952	15/03/2004	D	1	2	1
14953	15/03/2004	D	1	3	1
14954	15/03/2004	D	1	4	1.5
14955	15/03/2004	D	1	5	1
14956	15/03/2004	D	1	6	1.5
14957	15/03/2004	D	1	7	1.5
14958	15/03/2004	D	1	8	1
14959	15/03/2004	D	1	9	1
14960	15/03/2004	D	1	10	1
14961	15/03/2004	D	1	11	1
