deathtime	status	id	plotc	SOWNDIV	FUNCGR	GRASS	LEG	SHERB	THERB	GLST
1.5	0	4	B4A21	2	2	0	1	0	1	LT
1.5	0	5	B4A21	2	2	0	1	0	1	LT
1.5	0	6	B4A21	2	2	0	1	0	1	LT
1.5	0	7	B4A21	2	2	0	1	0	1	LT
1.5	0	8	B4A21	2	2	0	1	0	1	LT
1.5	0	9	B4A21	2	2	0	1	0	1	LT
8	0	10	B4A21	2	2	0	1	0	1	LT
8	0	11	B4A21	2	2	0	1	0	1	LT
8	0	12	B4A21	2	2	0	1	0	1	LT
8	0	13	B4A21	2	2	0	1	0	1	LT
12	0	14	B4A21	2	2	0	1	0	1	LT
12	0	15	B4A21	2	2	0	1	0	1	LT
12	0	16	B4A21	2	2	0	1	0	1	LT
12	0	17	B4A21	2	2	0	1	0	1	LT
17	0	18	B4A21	2	2	0	1	0	1	LT
17	0	19	B4A21	2	2	0	1	0	1	LT
22.5	0	20	B4A21	2	2	0	1	0	1	LT
37	0	21	B4A21	2	2	0	1	0	1	LT
1.5	0	1	B4A22	4	1	0	0	0	1	T
1.5	0	2	B4A22	4	1	0	0	0	1	T
1.5	0	3	B4A22	4	1	0	0	0	1	T
1.5	0	4	B4A22	4	1	0	0	0	1	T
1.5	0	5	B4A22	4	1	0	0	0	1	T
1.5	0	6	B4A22	4	1	0	0	0	1	T
1.5	0	7	B4A22	4	1	0	0	0	1	T
1.5	0	8	B4A22	4	1	0	0	0	1	T
6	0	9	B4A22	4	1	0	0	0	1	T
6	0	10	B4A22	4	1	0	0	0	1	T
10	0	11	B4A22	4	1	0	0	0	1	T
10	0	12	B4A22	4	1	0	0	0	1	T
10	0	13	B4A22	4	1	0	0	0	1	T
10	0	14	B4A22	4	1	0	0	0	1	T
10	0	15	B4A22	4	1	0	0	0	1	T
10	0	16	B4A22	4	1	0	0	0	1	T
12	0	17	B4A22	4	1	0	0	0	1	T
12	0	18	B4A22	4	1	0	0	0	1	T
26	0	19	B4A22	4	1	0	0	0	1	T
