year	month	tmax	tmin	raindays	rain	meantemp	daydegrees
1987	10	14	6.7	1	138.8	10.35	5.35
1987	11	9	4.3	2	58.2	6.65	1.65
1987	12	8	3.7	7	26	5.85	0.85
1988	1	8.1	3.3	4	100	5.7	0.7
1988	2	8.1	2.3	5	33.8	5.2	0.2
1988	3	10.2	3.8	4	59.1	7	2
1988	4	12.6	4.6	3	30.2	8.6	3.6
1988	5	17.1	7.8	0	32	12.45	7.45
1988	6	18.7	10.3	0	59.6	14.5	9.5
1988	7	18.9	11.6	0	96.5	15.25	10.25
1988	8	20.4	11.9	0	38.8	16.15	11.15
1988	9	17.9	10.4	0	39.6	14.15	9.15
1988	10	14.5	8	2	38.6	11.25	6.25
1988	11	9.1	1.6	15	29.5	5.35	0.35
1988	12	10.1	5.4	0	13.4	7.75	2.75
1989	1	9.1	3.6	5	33.4	6.35	1.35
1989	2	9.9	3	4	55.1	6.45	1.45
1989	3	12	4.6	1	47	8.3	3.3
1989	4	11	3.6	1	63.8	7.3	2.3
1989	5	19.7	8.6	0	29.2	14.15	9.15
1989	6	20.8	10.5	0	45.9	15.65	10.65
1989	7	24.9	14	0	29.4	19.45	14.45
1989	8	23.4	12.4	0	43.3	17.9	12.9
1989	9	19.9	11.9	0	23.8	15.9	10.9
1989	10	15.9	8.9	0	53.9	12.4	7.4
1989	11	9.8	3.2	7	32.5	6.5	1.5
1989	12	8.2	3.3	4	141.5	5.75	0.75
1990	1	10	4.5	1	75	7.25	2.25
1990	2	11.3	5.3	0	94.2	8.3	3.3
1990	3	12.7	5	2	18.4	8.85	3.85
1990	4	13.7	3.3	5	20.4	8.5	3.5
1990	5	19.2	7.8	0	8.7	13.5	8.5
1990	6	18.2	10.7	0	48.8	14.45	9.45
1990	7	23.8	12.2	0	17.7	18	13
1990	8	24.7	14	0	26.5	19.35	14.35
1990	9	18.7	9.4	0	41.1	14.05	9.05
1990	10	15.8	9.3	0	45.9	12.55	7.55
1990	11	9.8	4.3	1	20	7.05	2.05
1990	12	6.9	1.7	10	56.3	4.3	0
1991	1	6.4	1.2	8	60.9	3.8	0
1991	2	4.7	-1.6	18	20.5	1.55	0
1991	3	11.5	5.1	2	46.1	8.3	3.3
1991	4	12.2	4.6	1	56.3	8.4	3.4
1991	5	15.3	7.4	0	8.6	11.35	6.35
1991	6	16.8	9	0	74.8	12.9	7.9
1991	7	22.2	13.7	0	92.8	17.95	12.95
1991	8	23.2	13.3	0	11.6	18.25	13.25
1991	9	20.2	10.6	0	42.9	15.4	10.4
1991	10	13.4	7.3	0	34.2	10.35	5.35
1991	11	9.9	4.5	2	62.2	7.2	2.2
1991	12	7	1.6	11	15.9	4.3	0
1992	1	5.9	1.5	12	30.4	3.7	0
1992	2	8.9	2.1	8	22	5.5	0.5
1992	3	11	4.8	1	47.7	7.9	2.9
1992	4	13.2	5.6	2	57.7	9.4	4.4
1992	5	19.7	9.1	0	62.2	14.4	9.4
1992	6	21.4	11.7	0	43.4	16.55	11.55
1992	7	21.1	13.5	0	70.1	17.3	12.3
1992	8	20.3	12.8	0	108.9	16.55	11.55
1992	9	17.6	10.8	0	106.9	14.2	9.2
1992	10	11.2	5.2	2	75.7	8.2	3.2
1992	11	10.9	4.7	0	119.9	7.8	2.8
1992	12	6.4	1.3	11	50.7	3.85	0
1993	1	9.6	3.5	5	82.4	6.55	1.55
1993	2	7.1	2.4	4	7.1	4.75	0
1993	3	11	3.9	3	32.7	7.45	2.45
1993	4	13.2	6.6	0	69.2	9.9	4.9
1993	5	16.6	8	0	56.6	12.3	7.3
1993	6	20.7	11.5	0	40.1	16.1	11.1
1993	7	20.8	12.3	0	51.3	16.55	11.55
1993	8	20.5	11.1	0	26.7	15.8	10.8
1993	9	16.7	9.3	0	96.1	13	8
1993	10	11.9	6	3	112.4	8.95	3.95
1993	11	8	2.6	8	51	5.3	0.3
1993	12	8.7	3.4	4	98	6.05	1.05
1994	1	8.5	3.3	2	82.2	5.9	0.9
1994	2	6.7	1.3	8	62.4	4	0
1994	3	11.7	5.3	0	41.9	8.5	3.5
1994	4	12.5	5.1	0	52	8.8	3.8
1994	5	15.3	7.6	0	84.5	11.45	6.45
1994	6	20.6	11	0	13.5	15.8	10.8
1994	7	24.8	13.8	0	54.2	19.3	14.3
1994	8	21.1	13	0	52.5	17.05	12.05
1994	9	16.6	10.4	0	62.6	13.5	8.5
1994	10	14.1	6.9	0	67.4	10.5	5.5
1994	11	12.7	8.4	0	55.7	10.55	5.55
1994	12	9.6	3.9	5	74.6	6.75	1.75
1995	1	8.5	2.2	7	116.3	5.35	0.35
1995	2	10.4	4.4	1	66	7.4	2.4
1995	3	10.5	2	6	49.3	6.25	1.25
1995	4	14.3	5.4	3	18.9	9.85	4.85
1995	5	17.8	7.8	0	54.1	12.8	7.8
1995	6	20	10.4	0	6.6	15.2	10.2
1995	7	25.1	13.9	0	37.8	19.5	14.5
1995	8	26.4	13.9	0	4.4	20.15	15.15
1995	9	18.3	10.3	0	98.8	14.3	9.3
1995	10	17.3	10.3	0	33.2	13.8	8.8
1995	11	11.3	5.2	5	98.2	8.25	3.25
1995	12	4.6	0.2	15	99.8	2.4	0
1996	1	6.6	3.1	7	35.5	4.85	0
1996	2	6.2	-0.1	17	60.8	3.05	0
1996	3	8.4	1.8	9	27.1	5.1	0.1
1996	4	13.8	4.8	5	49.3	9.3	4.3
1996	5	14.1	5.6	1	35.7	9.85	4.85
1996	6	21.2	10.2	0	23.7	15.7	10.7
1996	7	23.3	12.7	0	25.5	18	13
1996	8	22.4	12.5	0	53.1	17.45	12.45
1996	9	18.4	10.3	0	16.1	14.35	9.35
1996	10	15.8	8.6	0	33	12.2	7.2
1996	11	9.6	2.9	10	81.6	6.25	1.25
1996	12	5.5	0.9	13	16.2	3.2	0
1997	1	5.1	-0.2	16	11.9	2.45	0
1997	2	10.4	4.2	3	76.5	7.3	2.3
1997	3	13.3	5.5	0	7.2	9.4	4.4
1997	4	14.5	4.9	2	17.5	9.7	4.7
1997	5	17.4	7.4	1	61.2	12.4	7.4
1997	6	18.9	11.3	0	66.7	15.1	10.1
1997	7	22.8	12.9	0	25.4	17.85	12.85
1997	8	24.9	15.7	0	104.2	20.3	15.3
1997	9	19.7	10.7	0	18.5	15.2	10.2
1997	10	14.9	6.6	6	57.2	10.75	5.75
1997	11	11.7	6.1	1	94.6	8.9	3.9
1997	12	9	3.6	6	58.7	6.3	1.3
1998	1	8.3	2.9	9	60	5.6	0.6
1998	2	11.5	4.1	4	8.7	7.8	2.8
1998	3	11.8	5.4	1	57.4	8.6	3.6
1998	4	11.9	5.1	1	107.7	8.5	3.5
1998	5	18.7	9.1	0	20.9	13.9	8.9
1998	6	19.1	11.5	0	75.9	15.3	10.3
1998	7	21	12.4	0	29.5	16.7	11.7
1998	8	22.4	11.9	0	26.8	17.15	12.15
1998	9	19.6	11.8	0	119.4	15.7	10.7
1998	10	14.4	8.2	0	116.4	11.3	6.3
1998	11	9.3	2.2	7	69.9	5.75	0.75
1998	12	9.4	3.2	8	72.7	6.3	1.3
1999	1	9	3.4	4	91.9	6.2	1.2
1999	2	8.6	2.9	5	32.9	5.75	0.75
1999	3	11.6	4.8	1	28.8	8.2	3.2
1999	4	14.3	6.1	2	57.6	10.2	5.2
1999	5	18.2	9.7	0	50.9	13.95	8.95
1999	6	19.7	10.1	0	65.3	14.9	9.9
1999	7	24.2	13.3	0	7.2	18.75	13.75
1999	8	21.6	12.9	0	98.3	17.25	12.25
1999	9	20.8	12.4	0	102.1	16.6	11.6
1999	10	15.1	7.1	0	70.8	11.1	6.1
1999	11	10.8	5.3	0	41.1	8.05	3.05
1999	12	8.3	1.7	9	89.8	5	0
2000	1	8.1	2	9	19.8	5.05	0.05
2000	2	10.2	3.8	3	78.3	7	2
2000	3	11.7	4.2	2	11.9	7.95	2.95
2000	4	12.4	4.8	2	137.2	8.6	3.6
2000	5	17.2	8.6	0	67.7	12.9	7.9
2000	6	20.5	12.2	0	19.4	16.35	11.35
2000	7	20.8	12.3	0	28.5	16.55	11.55
2000	8	22.7	13.3	0	58.3	18	13
2000	9	19.2	12.1	0	87.2	15.65	10.65
2000	10	14.3	8.2	0	119.5	11.25	6.25
2000	11	10.6	4.8	0	99.1	7.7	2.7
2000	12	8.6	4.2	7	99.8	6.4	1.4
2001	1	6.4	1.2	13	57.4	3.8	0
2001	2	8.8	2	10	68.6	5.4	0.4
2001	3	9	3.1	5	75.1	6.05	1.05
2001	4	12.9	4.8	0	72.7	8.85	3.85
2001	5	18.5	7.9	0	35.5	13.2	8.2
2001	6	20.7	10.6	0	23.1	15.65	10.65
2001	7	23.4	13.4	0	57.2	18.4	13.4
2001	8	22.7	12.9	0	92	17.8	12.8
2001	9	17.9	10.5	0	35	14.2	9.2
2001	10	17	11.1	0	92.4	14.05	9.05
2001	11	11.2	3.9	5	38.5	7.55	2.55
2001	12	6.8	0.2	17	29.5	3.5	0
2002	1	9.2	3.4	5	57.4	6.3	1.3
2002	2	11.1	4.4	3	70.9	7.75	2.75
2002	3	12.4	4.6	3	33	8.5	3.5
2002	4	15.2	5.2	0	43	10.2	5.2
2002	5	16.8	8.4	0	58.3	12.6	7.6
2002	6	20	10.3	0	42.4	15.15	10.15
2002	7	22.1	12	0	89.6	17.05	12.05
2002	8	22.8	12.9	0	53.2	17.85	12.85
2002	9	19.7	10	0	24.8	14.85	9.85
2002	10	14.8	7.1	1	109.4	10.95	5.95
2002	11	11.8	6.4	0	133.4	9.1	4.1
2002	12	8.9	4.1	4	98.1	6.5	1.5
2003	1	7.6	1.8	11	81.4	4.7	0
2003	2	8.4	0.6	15	17.3	4.5	0
2003	3	13.3	2.7	8	25.2	8	3
2003	4	15.3	4.6	5	36.8	9.95	4.95
2003	5	17.5	8.1	0	48.1	12.8	7.8
2003	6	22.4	11.8	0	55.5	17.1	12.1
2003	7	23.7	13.4	0	53.8	18.55	13.55
2003	8	25.5	13.5	0	3	19.5	14.5
2003	9	21.3	8.1	0	17.4	14.7	9.7
2003	10	14	3.9	5	31.7	8.95	3.95
2003	11	12	5.7	1	89.6	8.85	3.85
2003	12	8.7	1.8	10	70.7	5.25	0.25
2004	1	8.8	2.7	9	66.1	5.75	0.75
2004	2	8.7	2.9	11	25.5	5.8	0.8
2004	3	10.9	3.4	2	51.8	7.15	2.15
2004	4	14.7	6.2	0	68.8	10.45	5.45
2004	5	18	8.6	0	41.1	13.3	8.3
2004	6	21.8	12	0	23.8	16.9	11.9
2004	7	22	12.2	0	83.1	17.1	12.1
2004	8	23.4	14.2	0	135	18.8	13.8
2004	9	20.1	11.7	0	28.9	15.9	10.9
2004	10	14.7	8.6	0	131.4	11.65	6.65
2004	11	10.9	5.8	1	34.2	8.35	3.35
2004	12	8.6	2.8	6	37.7	5.7	0.7
2005	1	9.4	3.8	2	18.2	6.6	1.6
2005	2	7.3	2.1	10	20	4.7	0
2005	3	11.2	4.7	6	44.5	7.95	2.95
2005	4	14.3	5.7	1	50.2	10	5
2005	5	17.2	7.6	0	31.5	12.4	7.4
2005	6	21.6	12	0	93.4	16.8	11.8
2005	7	22.3	13.4	0	34.9	17.85	12.85
2005	8	23.1	12.2	0	31.3	17.65	12.65
2005	9	20.9	11.9	0	38.5	16.4	11.4
2005	10	17.1	10.9	0	53.4	14	9
