"X.Y..m..d","AA","AXP","T","BA","CAT","C","KO","DD","EK","XOM","GE","GM","HWP","HD","HON","INTC","IBM","IP","JPM","JNJ","MCD","MRK","MSFT","MMM","MO","PG","SBC","UTX","WMT","DIS"
"1999-06-10","31.29","40.32","39.74","41.67","57.38","30.91","64.28","64.02","66.02","37.94","33.10","60.29","45.83","38.93","59.55","27.58","114.55","50.84","45.56","43.44","41.60","65.25"," 79.88"," 83.16","36.84"," 87.32","52.14","60.81","42.60","28.86"
"1999-06-11","30.45","39.79","39.34","41.49","55.12","31.51","62.80","63.14","65.67","37.62","33.21","59.42","43.55","39.63","59.86","27.11","113.62","49.42","45.64","44.10","41.35","63.99"," 78.12"," 82.08","37.03"," 84.39","51.19","60.02","42.17","28.37"
"1999-06-14","31.41","38.72","39.18","40.70","55.59","30.82","63.16","65.83","65.50","38.66","34.00","58.89","42.31","38.43","59.92","27.08","114.80","51.49","45.95","43.98","40.98","63.69"," 77.56"," 85.25","37.00"," 82.49","51.78","60.75","42.60","28.49"
"1999-06-15","31.26","38.99","39.18","41.43","54.20","32.05","62.13","66.13","65.61","39.14","34.15","57.38","42.59","37.73","60.16","27.74","115.17","52.85","46.80","44.01","41.35","65.01"," 77.69"," 85.78","37.67"," 84.63","51.96","60.69","41.99","28.74"
"1999-06-16","31.38","40.60","40.20","41.61","54.66","33.75","62.25","66.13","66.19","38.39","35.01","60.06","44.72","38.56","62.63","29.73","119.96","52.49","50.08","44.10","41.85","65.97"," 81.00"," 86.74","37.39"," 84.20","52.02","62.33","43.89","28.86"
"1999-06-17","32.56","41.17","40.29","42.46","54.60","34.34","62.92","66.83","65.67","38.72","35.54","59.77","44.01","39.63","63.96","28.89","119.46","50.42","49.49","44.62","42.41","66.81"," 82.88"," 86.56","36.56"," 86.34","52.14","63.73","43.15","29.48"
"1999-06-18","32.65","40.83","41.17","43.44","57.04","33.88","61.82","66.95","66.08","38.30","35.25","58.55","45.30","40.33","65.10","27.36","120.02","52.20","49.92","44.04","41.73","66.33"," 85.00"," 86.92","37.23"," 86.01","52.31","64.64","43.27","29.97"
"1999-06-21","30.63","41.36","41.82","41.85","56.46","34.25","59.99","65.83","66.43","37.29","34.60","59.42","46.26","40.91","65.64","28.30","124.00","51.55","52.02","43.71","41.23","66.75"," 88.94"," 86.20","36.89"," 85.06","52.20","65.31","44.57","30.21"
"1999-06-22","30.08","40.85","41.63","42.10","55.82","33.84","61.03","63.55","66.48","36.69","34.70","59.30","45.89","40.91","64.14","27.74","122.63","49.77","50.93","44.07","40.98","67.05"," 86.50"," 85.60","36.34"," 84.75","51.37","63.91","44.45","29.60"
"1999-06-23","29.87","40.15","40.80","41.55","55.30","33.43","60.18","62.67","66.19","37.23","34.68","57.67","45.79","40.33","64.44","28.17","122.19","50.54","50.00","43.92","40.48","65.25"," 86.00"," 87.16","37.28"," 85.06","50.48","62.94","43.89","29.05"
"1999-06-24","29.18","39.29","40.06","41.67","54.72","32.05","61.03","62.02","64.80","36.46","34.99","58.84","44.78","39.63","62.81","27.42","121.82","50.13","49.84","44.44","39.74","66.27"," 84.62"," 84.77","35.68"," 83.59","49.05","61.48","42.84","29.05"
"1999-06-25","30.27","40.09","40.43","42.40","54.37","32.05","60.30","62.20","64.57","36.31","34.23","59.19","45.64","39.84","63.53","27.55","122.38","49.42","50.58","43.98","39.37","66.21"," 84.94"," 84.29","36.29"," 83.47","49.71","62.82","42.96","29.17"
"1999-06-28","30.57","41.01","40.43","42.10","56.34","33.66","59.51","63.49","65.44","35.77","34.80","59.13","47.98","41.57","61.73","28.39","121.82","48.47","51.48","44.10","39.99","67.35"," 86.75"," 83.10","36.12"," 83.41","51.01","63.37","45.07","28.80"
"1999-06-29","30.42","41.73","41.17","42.64","56.69","33.70","59.63","63.72","64.51","36.69","35.95","59.77","47.98","42.32","61.24","29.51","123.87","49.89","51.48","45.62","41.17","68.73"," 88.00"," 83.16","35.35"," 84.26","51.66","67.01","46.30","29.60"
"1999-06-30","29.90","42.68","41.31","42.83","55.65","34.75","60.42","64.08","62.94","36.75","37.03","61.52","49.52","42.61","60.76","29.63","128.47","47.53","53.89","47.56","40.86","70.78"," 90.19"," 83.04","35.41"," 86.22","54.98","69.99","47.72","30.27"
"1999-07-01","30.42","43.67","41.91","42.89","56.75","35.48","63.22","64.72","64.74","37.38","36.54","63.03","50.26","42.07","61.73","31.32","130.21","47.05","53.80","47.29","41.42","72.34"," 91.19"," 83.28","35.24"," 84.20","53.20","69.20","47.23","28.49"
"1999-07-02","30.33","45.14","41.86","42.89","57.44","35.80","63.16","66.48","65.55","37.89","36.93","63.96","50.14","42.32","61.00","31.63","131.45","48.24","53.25","47.29","40.80","72.34"," 92.00"," 84.89","36.12"," 83.04","53.20","68.04","48.22","27.82"
"1999-07-06","30.81","45.35","41.91","42.22","55.01","35.76","62.00","66.36","65.38","38.15","37.34","66.82","49.46","42.69","59.55","31.81","130.21","47.88","53.87","47.02","40.42","71.08"," 89.56"," 86.44","35.68"," 83.59","52.85","67.92","48.65","27.45"
"1999-07-07","29.66","44.53","43.11","42.46","57.62","35.67","61.39","65.60","65.61","38.33","38.65","65.24","48.94","43.35","61.60","32.06","132.01","49.01","52.97","47.50","40.80","71.80"," 92.31"," 86.32","33.37"," 84.39","54.09","68.16","47.48","27.57"
"1999-07-08","30.18","43.87","43.30","43.19","56.75","35.30","61.52","64.25","65.67","37.94","38.35","63.15","52.14","43.31","62.81","32.75","133.19","49.12","53.52","46.44","40.36","72.40"," 92.56"," 86.68","33.70"," 83.53","53.67","68.35","46.49","27.33"
"1999-07-09","30.27","43.79","42.79","43.37","56.75","35.80","62.00","67.24","66.08","37.86","38.39","61.63","52.57","43.52","63.47","33.00","136.54","48.95","53.33","46.62","44.27","72.28"," 93.25"," 85.54","34.14"," 84.88","53.73","67.98","47.41","27.14"
"1999-07-12","30.05","44.36","42.60","43.50","56.57","35.67","61.46","66.25","67.64","37.86","37.81","64.02","52.79","43.23","63.11","32.59","136.98","50.60","52.66","47.29","43.65","72.10"," 94.19"," 84.35","34.20"," 85.12","53.14","68.23","46.92","27.33"
"1999-07-13","29.99","43.67","42.28","45.08","55.53","34.89","60.85","68.47","67.59","37.38","37.87","63.15","53.86","43.06","62.69","32.56","137.04","50.13","51.84","46.95","44.46","71.74"," 93.62"," 85.43","34.14"," 87.02","52.42","66.46","47.04","27.08"
"1999-07-14","29.87","43.13","41.68","46.36","55.47","34.71","60.30","68.47","67.59","37.38","37.96","63.21","53.43","43.64","63.90","33.87","136.42","51.13","51.17","46.65","43.84","69.94"," 94.94"," 84.05","34.36"," 88.91","52.24","67.92","47.11","27.02"
"1999-07-15","29.36","44.04","40.98","45.50","55.18","35.12","62.37","68.77","67.01","37.62","38.53","63.44","55.68","46.24","64.26","33.71","135.49","48.95","51.41","46.95","43.40","70.18"," 94.38"," 83.87","34.20"," 89.40","54.27","66.89","46.98","27.63"
"1999-07-16","29.51","44.57","41.08","44.77","54.96","35.85","63.34","67.42","67.01","37.80","38.96","64.37","56.17","46.04","65.28","33.43","135.43","50.54","51.21","47.32","43.84","68.37"," 99.44"," 83.99","33.70"," 88.06","56.35","68.29","47.48","27.51"
"1999-07-19","29.48","45.66","41.31","44.23","56.18","35.99","61.58","66.77","67.94","37.56","39.33","63.67","57.28","46.16","64.02","33.65","133.81","50.01","51.41","46.56","43.15","67.89"," 98.38"," 84.35","32.98"," 87.81","54.33","66.89","47.54","27.33"
"1999-07-20","29.21","43.89","40.11","44.04","56.13","35.58","61.33","66.42","68.05","37.14","38.53","61.98","54.51","43.31","62.09","32.34","127.47","51.13","50.63","46.80","42.53","66.03"," 93.31"," 85.43","32.87"," 88.67","55.34","66.28","46.36","26.90"
"1999-07-21","29.06","43.95","41.26","43.68","56.53","34.80","61.03","67.71","67.82","37.23","38.32","61.98","55.46","43.52","62.69","32.65","128.22","51.43","50.90","47.29","42.72","66.03"," 94.69"," 85.96","33.37"," 88.06","55.34","68.35","44.94","26.71"
"1999-07-22","29.72","44.94","40.52","44.65","56.42","35.03","61.52","67.30","65.96","37.26","37.69","61.22","51.86","42.32","62.57","31.81","123.13","51.78","52.15","47.74","41.98","66.69"," 91.06"," 86.62","33.70"," 87.81","54.86","68.23","44.69","26.53"
"1999-07-23","28.76","44.47","39.97","45.38","56.88","34.66","60.66","66.60","65.44","37.71","37.75","61.17","53.09","42.73","62.03","31.97","124.06","51.67","51.06","47.47","41.73","66.33"," 90.25"," 85.49","33.59"," 86.34","54.57","66.95","44.45","26.34"
"1999-07-26","28.33","44.77","40.61","44.04","55.95","34.48","61.46","65.42","64.28","37.17","37.36","61.46","52.08","42.19","61.48","31.32","122.26","51.07","51.88","47.20","42.35","65.67"," 87.62"," 84.95","33.81"," 85.43","54.45","67.13","45.13","27.02"
"1999-07-27","29.30","46.70","40.71","45.02","56.07","34.57","60.91","67.65","65.09","36.96","38.10","61.63","53.83","41.28","62.63","33.65","125.49","50.72","52.43","46.95","41.91","66.09"," 88.81"," 84.89","33.70"," 86.22","55.40","67.07","45.07","27.76"
"1999-07-28","29.72","46.33","40.66","45.20","57.12","34.80","59.81","68.30","65.61","37.62","37.36","61.28","54.17","43.06","62.69","35.02","127.60","50.37","51.92","46.47","41.73","65.85"," 90.00"," 85.13","33.15"," 84.26","54.68","68.23","44.57","27.88"
"1999-07-29","29.09","45.45","39.55","44.04","54.90","33.57","59.93","68.30","64.68","37.11","36.71","59.59","52.48","42.44","62.39","34.61","124.62","49.48","50.24","45.26","41.42","64.17"," 86.94"," 86.74","32.71"," 86.22","53.73","66.59","43.52","27.27"
"1999-07-30","28.94","43.22","38.58","44.17","54.67","32.70","59.02","67.65","64.22","37.83","35.72","56.97","51.58","42.19","62.39","34.37","124.93","48.24","48.24","44.19","41.42","65.01"," 85.81"," 83.99","32.82"," 88.61","54.39","64.82","41.79","27.08"
"1999-08-02","29.69","42.66","38.12","44.59","54.61","32.38","58.53","68.41","64.92","37.11","35.35","57.67","51.62","41.24","62.09","35.52","121.51","48.59","48.98","44.62","42.47","64.77"," 84.81"," 85.19","32.87"," 88.18","56.05","64.46","41.91","26.71"
"1999-08-03","30.05","41.56","37.65","45.81","53.97","32.38","59.26","67.24","65.21","37.56","35.35","58.78","53.46","40.09","61.30","36.33","118.65","49.18","49.34","45.71","42.10","64.41"," 84.75"," 86.08","32.49"," 91.66","55.34","63.73","41.48","26.34"
"1999-08-04","31.03","40.51","36.96","45.38","53.33","32.24","58.59","67.07","65.50","38.06","34.99","58.55","54.33","38.93","61.79","36.28","117.78","51.96","49.10","44.65","41.73","62.00"," 84.94"," 87.63","32.05"," 90.81","54.27","63.18","40.49","25.55"
"1999-08-05","30.70","41.70","37.52","45.02","52.34","32.29","59.32","69.41","65.15","39.17","35.91","56.86","56.11","38.06","61.79","35.59","122.44","52.26","49.22","44.07","41.42","61.52"," 85.75"," 90.20","31.72"," 91.91","54.86","62.94","40.92","25.42"
"1999-08-06","30.36","40.37","38.26","45.32","53.85","31.19","57.74","69.29","66.02","38.30","35.07","56.16","54.69","37.90","62.39","35.66","122.75","50.66","47.42","44.62","40.05","59.90"," 85.12"," 91.57","31.39"," 91.11","54.98","62.39","40.80","25.05"
"1999-08-09","31.82","41.00","37.65","45.44","53.85","31.28","58.23","66.66","67.47","38.30","34.43","58.25","53.06","36.99","61.48","36.59","121.45","47.53","47.34","45.16","40.61","59.66"," 83.81"," 90.50","32.27"," 89.46","54.92","61.66","39.75","25.30"
"1999-08-10","32.21","40.84","36.22","44.83","54.90","31.00","58.29","66.19","66.48","38.69","34.37","57.14","52.57","37.44","60.28","35.75","118.59","47.76","46.52","44.77","39.49","59.84"," 82.94"," 90.98","31.61"," 91.73","53.20","60.45","42.41","25.18"
"1999-08-11","33.64","41.66","35.85","44.96","55.25","32.15","57.92","68.52","66.25","39.24","34.76","58.25","53.89","38.18","60.46","37.87","122.57","48.84","48.16","44.89","39.12","58.58"," 84.19"," 92.53","31.72"," 91.24","52.84","61.42","42.90","25.42"
"1999-08-12","32.85","42.56","35.85","44.67","56.88","32.33","58.59","68.23","65.84","39.19","34.43","56.90","50.78","39.26","59.92","37.84","120.39","50.84","47.38","45.98","38.87","59.60"," 81.75"," 92.41","31.22"," 90.07","52.42","64.52","43.89","25.67"
"1999-08-13","32.24","44.18","36.45","44.30","58.05","33.71","58.29","68.58","66.37","39.07","35.31","60.31","52.23","41.90","61.06","39.74","122.63","51.07","49.53","47.37","39.74","61.28"," 84.69"," 93.31","31.17"," 90.99","53.32","63.43","44.32","26.71"
"1999-08-16","32.42","44.57","36.31","45.03","58.11","33.98","57.86","67.87","65.96","39.07","35.99","57.96","54.33","42.32","60.76","39.14","126.61","50.37","50.24","47.49","40.61","62.30"," 84.31"," 93.60","31.83"," 91.85","52.36","64.76","45.50","27.45"
"1999-08-17","32.36","46.00","36.82","45.40","57.82","34.95","58.59","67.81","67.82","39.19","36.52","58.84","51.49","41.70","61.54","39.36","127.72","51.43","51.96","47.85","41.35","62.48"," 84.56"," 93.54","32.54"," 93.31","53.44","65.67","46.43","28.00"
"1999-08-18","32.42","45.02","35.99","45.03","56.88","34.33","57.01","66.99","67.64","39.54","36.60","58.90","50.45","41.41","60.62","39.11","123.13","50.12","53.21","46.82","41.79","62.30"," 85.00"," 91.80","32.54"," 92.70","52.07","65.19","45.87","28.68"
"1999-08-19","31.61","45.43","35.67","44.12","56.24","33.48","56.58","68.23","68.17","39.19","36.38","59.31","50.38","40.66","60.02","38.52","122.19","51.31","51.60","46.64","40.92","62.97"," 83.81"," 92.52","32.49"," 92.21","50.52","64.58","45.56","28.86"
"1999-08-20","32.82","46.87","34.69","44.67","56.24","33.98","57.31","68.05","69.44","39.54","36.97","59.31","51.68","41.53","60.86","39.83","121.01","51.67","52.43","48.16","41.11","65.01"," 83.38"," 92.64","33.04"," 95.15","49.39","65.67","46.18","29.35"
"1999-08-23","32.06","48.01","34.97","44.85","58.69","35.63","57.31","67.75","69.44","39.66","38.20","60.49","51.74","42.48","63.70","41.32","123.69","51.73","53.64","49.31","41.04","67.35"," 86.44"," 95.04","33.10"," 96.13","48.56","68.04","47.23","29.48"
"1999-08-24","31.55","48.51","34.51","44.06","58.75","35.96","57.74","67.75","70.08","39.10","38.22","60.66","52.45","42.19","63.58","41.42","121.26","50.30","54.19","50.23","40.80","66.33"," 92.19"," 94.74","33.04"," 98.08","48.56","67.56","47.04","29.29"
"1999-08-25","30.82","48.30","36.45","43.26","58.52","35.96","59.75","66.63","70.37","39.39","39.10","61.89","51.77","43.43","64.73","41.70","121.64","48.46","53.52","51.47","42.47","67.77"," 95.31"," 95.40","34.47","100.41","49.63","68.22","47.85","29.35"
"1999-08-26","30.64","48.28","36.96","43.32","58.87","34.99","59.99","64.87","70.32","38.47","38.98","63.01","50.57","41.66","63.40","40.39","122.19","48.93","52.58","50.84","41.73","66.15"," 94.62"," 94.62","33.81"," 98.08","49.03","68.10","46.80","28.98"
"1999-08-27","30.94","47.44","35.16","42.77","57.47","34.49","60.48","63.87","69.85","37.99","38.20","61.95","51.55","42.32","62.13","41.36","123.25","48.52","52.04","49.74","42.10","65.49"," 93.25"," 93.84","33.10"," 95.88","48.44","66.27","46.18","28.62"
"1999-08-30","31.09","45.82","34.05","43.69","55.48","32.84","59.32","62.27","70.44","37.27","37.44","61.01","50.66","40.91","59.77","40.98","122.44","47.39","50.98","49.83","41.79","65.49"," 92.25"," 91.26","33.26"," 96.37","47.72","64.81","45.00","28.00"
"1999-08-31","31.30","45.10","33.31","44.24","52.80","32.61","58.29","59.74","68.63","37.78","36.81","62.25","51.92","40.69","59.41","40.95","123.81","44.72","52.39","49.77","41.11","64.59"," 92.56"," 90.78","32.98"," 97.11","45.76","64.44","43.83","27.27"
"1999-09-01","31.39","45.59","35.06","43.93","54.09","32.93","58.47","61.51","70.44","37.51","37.26","62.78","51.74","40.53","60.92","41.57","126.48","46.20","51.78","49.41","39.99","66.50"," 92.38"," 90.96","33.15"," 97.35","47.37","65.60","44.51","27.57"
"1999-09-02","31.18","44.57","34.79","43.87","54.90","32.24","57.98","61.10","68.45","37.12","37.01","61.19","51.71","40.36","60.32","42.51","125.11","47.09","50.55","48.68","40.24","65.89"," 91.81"," 92.52","32.49"," 97.96","45.52","65.60","45.19","27.27"
"1999-09-03","31.18","46.58","35.62","44.36","55.19","33.48","55.91","62.33","69.09","37.87","38.15","62.48","54.00","42.06","61.71","44.50","128.08","47.98","53.21","49.34","41.54","68.07"," 95.88"," 93.42","34.58"," 98.76","46.18","65.54","47.04","27.45"
"1999-09-07","31.52","46.29","35.02","43.87","54.44","32.88","53.23","61.04","69.21","38.08","39.27","61.54","53.83","41.97","62.55","43.66","131.20","48.28","50.94","49.56","41.98","66.44"," 94.25"," 94.92","32.82","100.65","46.11","63.83","45.75","28.19"
"1999-09-08","31.76","45.35","34.05","43.51","54.67","32.38","53.84","60.51","67.81","38.89","39.62","60.90","54.11","42.76","63.34","42.82","129.96","47.87","51.17","48.92","42.10","66.80"," 92.25"," 95.58","33.76","100.53","44.61","63.59","46.61","28.56"
"1999-09-09","31.82","45.47","34.42","44.06","54.79","32.10","53.60","61.10","68.98","38.92","39.25","60.43","56.14","43.79","62.98","43.72","133.94","48.52","48.51","49.07","42.22","66.80"," 94.06"," 94.62","34.09"," 99.67","45.45","62.86","46.98","28.25"
"1999-09-10","31.91","45.92","33.95","44.18","52.92","31.83","53.72","61.98","68.28","38.53","39.06","60.90","55.31","44.83","62.49","43.54","134.18","48.76","48.48","48.43","43.09","67.40"," 95.00"," 93.84","33.48","100.90","45.45","61.28","47.17","27.39"
"1999-09-13","31.70","46.00","33.40","43.75","55.43","31.83","54.12","64.57","70.96","37.66","38.86","61.42","54.63","45.24","62.31","42.04","131.57","51.13","48.63","48.34","44.09","67.22"," 93.88"," 94.62","34.02"," 99.49","46.53","60.91","47.48","27.57"
"1999-09-14","31.70","45.72","32.94","43.51","54.49","31.60","53.51","62.33","72.77","37.93","38.26","61.13","54.60","44.99","61.47","42.76","132.51","49.05","48.44","47.67","43.78","66.20"," 95.06"," 93.24","32.74"," 97.41","46.89","60.85","46.43","27.45"
"1999-09-15","31.61","44.98","32.94","43.38","54.73","31.60","52.84","58.56","71.66","37.00","38.02","59.96","53.46","43.67","61.29","41.36","131.14","48.64","48.48","47.31","43.16","65.71"," 92.62"," 93.78","32.63"," 96.37","46.17","60.30","45.05","27.02"
"1999-09-16","31.03","44.77","33.68","42.90","52.75","31.69","52.84","57.91","71.14","37.21","38.43","61.25","51.21","43.67","60.14","41.17","129.22","47.69","48.83","46.61","42.53","67.04"," 94.00"," 92.28","32.51"," 97.96","46.35","59.45","44.87","27.02"
"1999-09-17","31.76","45.88","33.77","42.59","54.38","32.06","52.78","58.50","70.55","38.26","39.33","61.13","49.67","44.45","59.96","42.17","124.62","48.46","48.55","46.76","42.53","66.32"," 96.44"," 94.38","32.07"," 98.94","47.84","60.24","46.17","27.76"
"1999-09-20","31.48","45.66","33.35","41.86","53.21","32.33","53.02","58.15","70.03","37.45","39.98","61.07","51.28","44.33","62.07","41.88","129.34","47.98","49.10","46.97","42.35","67.70"," 97.56"," 94.32","32.51"," 98.76","47.66","59.02","45.73","27.70"
"1999-09-21","30.27","45.18","32.94","41.74","52.10","31.37","52.53","57.91","69.91","36.76","39.08","59.49","48.97","43.46","61.65","40.86","126.36","47.69","47.54","45.76","42.47","66.38"," 94.62"," 92.76","31.79"," 98.08","46.35","59.33","45.30","27.20"
"1999-09-22","30.06","44.75","32.57","42.47","52.40","31.46","51.25","58.74","70.26","36.10","39.00","59.31","48.63","43.92","61.53","41.26","124.43","47.21","47.81","45.39","43.22","67.46"," 96.06"," 91.86","30.79"," 95.88","46.95","57.13","46.78","26.90"
"1999-09-23","29.39","44.41","31.41","41.74","50.65","31.64","49.78","57.27","68.98","35.83","38.26","58.96","46.50","43.92","57.78","38.62","121.26","45.61","47.11","44.36","42.91","66.20"," 91.19"," 91.50","30.79"," 94.35","46.47","54.64","46.23","26.16"
"1999-09-24","29.03","44.73","31.55","41.07","50.47","32.10","49.97","55.73","68.57","35.83","38.67","58.31","47.61","44.00","55.73","37.70","124.25","45.97","47.18","43.81","42.72","63.78"," 90.94"," 88.20","30.62"," 95.21","46.89","56.04","46.04","25.85"
"1999-09-27","29.64","44.28","32.29","40.70","49.89","31.46","49.84","55.44","68.28","35.98","39.33","58.72","47.37","43.59","57.30","38.96","122.26","46.98","46.40","44.78","42.72","63.66"," 91.44"," 89.70","31.06"," 97.23","48.56","55.06","45.86","25.67"
"1999-09-28","29.52","44.55","32.38","40.88","49.48","32.10","49.60","56.44","67.98","35.77","38.80","57.96","46.90","43.75","55.60","38.62","122.75","46.08","46.21","44.54","42.78","63.12"," 92.12"," 89.04","30.40"," 96.80","50.66","54.58","46.48","25.98"
"1999-09-29","29.61","43.81","32.20","41.19","50.94","31.32","47.77","57.03","68.98","35.80","38.16","58.78","43.98","44.33","57.30","37.46","119.34","45.13","45.70","44.63","42.22","62.09"," 89.50"," 90.36","30.73"," 93.74","47.84","56.40","45.18","25.73"
"1999-09-30","30.09","44.28","32.20","41.62","51.11","32.29","47.16","57.03","70.67","36.40","38.86","59.13","44.72","45.40","57.96","37.03","120.27","45.67","47.18","44.72","42.97","62.57"," 90.56"," 92.28","30.51"," 91.73","48.86","57.80","47.09","25.55"
"1999-10-01","29.21","43.09","30.90","41.86","50.06","31.74","47.95","59.39","70.32","35.74","38.47","58.49","43.05","46.03","57.96","37.34","117.04","44.72","46.36","45.76","43.22","65.77"," 89.98"," 90.66","30.34"," 91.42","49.04","56.46","47.84","24.93"
"1999-10-04","30.24","45.12","32.38","42.65","51.35","32.79","46.49","60.98","71.90","34.96","39.35","60.31","41.02","47.10","58.69","38.37","119.15","43.89","48.67","46.00","44.21","66.86"," 92.56"," 89.28","30.90"," 94.17","49.76","56.28","49.82","25.18"
"1999-10-05","31.09","46.15","33.31","42.77","50.88","33.16","46.85","60.15","71.37","34.58","39.64","61.42","41.21","46.77","58.69","37.96","121.26","42.16","47.60","45.85","43.16","67.70"," 91.81"," 89.76","30.62"," 93.38","48.74","54.21","50.75","24.50"
"1999-10-06","30.06","48.13","34.51","42.41","52.75","34.03","50.76","61.33","71.31","35.44","40.54","61.78","43.92","47.93","58.20","38.33","118.47","43.06","47.80","46.12","42.84","69.63"," 93.69"," 90.30","30.95"," 94.97","49.58","55.49","50.87","25.18"
"1999-10-07","29.88","47.93","34.74","41.74","52.10","33.66","50.82","61.63","70.50","35.02","39.94","61.66","43.24","47.80","59.17","37.68","115.67","43.95","46.94","45.88","42.66","68.43"," 93.75"," 91.50","30.84"," 95.09","48.38","56.71","50.81","25.23"
"1999-10-08","29.88","49.18","35.11","41.01","52.80","34.17","51.86","63.39","69.85","34.84","40.89","63.25","43.08","49.29","59.29","37.71","112.81","45.19","47.56","48.07","42.97","71.20"," 94.94"," 91.50","30.67"," 95.94","49.76","57.74","54.83","24.92"
"1999-10-11","30.55","48.91","36.08","40.94","54.49","33.66","51.19","61.74","69.80","35.14","40.35","62.95","43.45","49.37","61.04","38.12","113.56","46.08","46.46","47.88","43.16","72.53"," 94.31"," 91.26","30.34"," 95.88","50.30","56.95","53.41","24.86"
"1999-10-12","30.15","47.72","35.43","38.69","51.75","33.39","49.42","59.39","67.69","35.11","39.78","62.01","41.36","48.71","58.38","38.21","109.33","46.26","46.11","47.09","42.66","71.38"," 92.56"," 88.74","30.34"," 95.09","47.66","53.60","53.34","24.61"
"1999-10-13","29.55","46.65","33.86","39.54","52.75","32.15","48.56","58.03","66.99","35.26","39.19","61.19","41.02","47.14","56.39","35.94","104.43","46.92","44.81","46.39","42.16","70.00"," 91.06"," 87.24","29.39"," 93.07","49.76","51.84","50.81","24.25"
"1999-10-14","29.82","46.65","33.07","42.59","51.87","32.24","49.42","60.57","67.52","35.62","39.37","61.07","40.41","46.98","57.42","36.54","106.35","47.63","44.65","46.06","41.35","70.48"," 90.69"," 88.26","28.61"," 93.74","49.16","52.69","51.86","24.55"
"1999-10-15","29.82","44.35","31.96","41.49","52.28","30.91","48.81","58.86","66.23","34.49","37.94","58.37","40.77","45.32","56.87","35.31","107.22","45.02","41.86","45.42","41.29","67.82"," 88.06"," 85.86","27.27"," 91.30","46.59","51.29","50.31","23.75"
"1999-10-18","29.61","45.30","32.57","41.13","51.64","32.06","49.84","60.09","65.94","34.96","38.55","59.72","38.56","45.61","55.12","34.57","106.35","46.08","43.00","46.00","41.73","69.70"," 87.88"," 85.20","27.22"," 93.25","46.35","50.98","51.61","23.26"
"1999-10-19","29.58","45.95","32.57","41.74","51.29","32.97","51.62","59.80","65.82","35.17","38.69","59.90","36.34","46.60","53.85","32.45","106.48","44.78","44.77","48.55","43.03","72.35"," 86.31"," 86.34","27.44"," 96.31","44.50","52.26","52.17","23.63"
"1999-10-20","30.27","47.56","32.47","43.08","50.36","33.94","51.56","58.33","65.30","36.64","39.86","61.19","37.73","47.89","53.67","34.85","106.35","47.33","47.72","49.89","43.84","73.07"," 92.25"," 86.82","24.09"," 97.41","44.44","54.58","54.27","24.49"
"1999-10-21","30.27","47.60","32.10","43.63","48.90","34.44","53.08","60.21","63.49","36.43","40.39","61.42","36.96","47.56","52.34","35.72"," 90.45","46.62","48.86","51.02","42.04","75.91"," 93.06"," 87.42","21.08"," 98.70","43.12","54.33","54.33","24.25"
"1999-10-22","30.45","48.83","31.83","43.57","51.77","35.36","54.00","61.10","64.13","36.82","41.17","61.84","37.39","47.84","53.79","36.59"," 93.37","46.32","50.75","50.99","40.05","77.00"," 92.69"," 88.92","22.09"," 98.57","43.96","55.49","56.50","25.66"
"1999-10-25","30.36","47.10","33.07","43.14","50.60","35.08","55.04","60.21","63.20","35.44","41.05","61.13","37.51","47.60","52.64","35.50"," 93.31","46.56","49.06","51.23","38.87","75.85"," 92.44"," 89.16","22.75"," 97.53","42.34","53.97","55.39","25.23"
"1999-10-26","29.67","47.56","32.57","43.81","52.01","35.59","54.24","60.27","63.72","34.52","41.17","61.25","37.76","46.77","50.65","35.59"," 94.92","45.85","48.98","51.26","39.24","74.94"," 92.38"," 92.04","22.81"," 96.07","43.60","53.30","52.73","24.86"
"1999-10-27","28.45","49.49","32.57","43.81","51.95","37.65","55.65","60.04","63.43","34.37","42.09","62.72","33.01","46.11","52.70","34.60"," 92.44","46.38","52.09","50.77","39.24","75.13"," 90.88"," 93.72","22.98"," 97.11","46.11","53.60","52.48","25.11"
"1999-10-28","28.12","52.90","34.05","44.67","51.36","39.83","57.48","60.27","64.42","35.02","43.59","63.77","35.11","49.33","54.34","35.97"," 94.36","46.02","55.75","50.62","40.55","76.63"," 89.88"," 93.06","23.37","102.37","49.94","56.34","55.20","25.85"
"1999-10-29","29.45","50.60","34.60","44.97","51.89","39.92","57.66","60.74","64.42","35.47","44.41","66.18","36.56","50.12","55.06","38.58"," 97.66","50.00","54.92","50.99","40.98","76.82"," 92.56"," 91.32","23.54","102.61","50.48","58.96","55.76","26.09"
"1999-11-01","29.61","48.95","35.02","43.57","51.25","39.27","57.66","58.50","65.47","35.80","42.40","64.60","36.77","50.45","55.85","37.87"," 96.17","48.52","52.60","51.14","41.42","76.82"," 92.38"," 90.30","21.14","105.67","50.72","58.11","55.70","25.29"
"1999-11-02","29.48","48.46","34.05","42.35","52.60","39.50","56.44","58.39","65.30","35.50","42.28","64.24","35.60","50.95","54.21","38.62"," 94.24","50.48","52.68","49.89","40.98","75.37"," 92.56"," 91.14","21.42","103.71","48.56","58.47","55.57","26.03"
